TIMESTAMP;CGROUP;LLC_MISSES;PERF_COUNT_SW_CPU_CLOCK;MEMORY_ANON;MEMORY_FILE
1694598732.236842;#SYSTEM;42069;27008333;427610112;28685754368
1694598732.236842;/sys/fs/cgroup/SocialNetworkAKKA/all-in-one;0;0;0;0
1694598732.236842;/sys/fs/cgroup/SocialNetworkAKKA/front;0;0;0;0
1694598732.236842;/sys/fs/cgroup/SocialNetworkAKKA/registry;0;0;0;0
1694598732.236842;/sys/fs/cgroup/vjoule.slice/vjoule_service.service;9467;643992;1740800;16384
1694598733.47262;#SYSTEM;6451650;11962603650;427950080;28685766656
1694598733.47262;/sys/fs/cgroup/SocialNetworkAKKA/all-in-one;0;0;0;0
1694598733.47262;/sys/fs/cgroup/SocialNetworkAKKA/front;0;0;0;0
1694598733.47262;/sys/fs/cgroup/SocialNetworkAKKA/registry;0;0;0;0
1694598733.47262;/sys/fs/cgroup/vjoule.slice/vjoule_service.service;55661;1418147;1761280;16384
1694598734.280852;#SYSTEM;8107625;12247471403;469553152;28712431616
1694598734.280852;/sys/fs/cgroup/SocialNetworkAKKA/all-in-one;0;0;0;0
1694598734.280852;/sys/fs/cgroup/SocialNetworkAKKA/front;0;0;0;0
1694598734.280852;/sys/fs/cgroup/SocialNetworkAKKA/registry;0;0;0;0
1694598734.280852;/sys/fs/cgroup/vjoule.slice/vjoule_service.service;60824;2665603;1798144;16384
1694598734.280852;/sys/fs/cgroup/system.slice/docker-fa36d9a5289fab69b97dcfdd34af31380ef7d4fc1bb1c6b95ac58bf9a541f004.scope;34838;13006305;3325952;0
1694598735.336874;#SYSTEM;14016249;12208935379;543526912;28767723520
1694598735.336874;/sys/fs/cgroup/SocialNetworkAKKA/all-in-one;0;0;0;0
1694598735.336874;/sys/fs/cgroup/SocialNetworkAKKA/front;0;0;0;0
1694598735.336874;/sys/fs/cgroup/SocialNetworkAKKA/registry;0;0;0;0
1694598735.336874;/sys/fs/cgroup/vjoule.slice/vjoule_service.service;71025;2450993;1822720;16384
1694598735.336874;/sys/fs/cgroup/system.slice/docker-fa36d9a5289fab69b97dcfdd34af31380ef7d4fc1bb1c6b95ac58bf9a541f004.scope;5318886;479070883;78094336;55238656
1694598736.58026;#SYSTEM;8790717;11573040321;519958528;28756799488
1694598736.58026;/sys/fs/cgroup/SocialNetworkAKKA/all-in-one;0;0;0;0
1694598736.58026;/sys/fs/cgroup/SocialNetworkAKKA/front;0;0;0;0
1694598736.58026;/sys/fs/cgroup/SocialNetworkAKKA/registry;0;0;0;0
1694598736.58026;/sys/fs/cgroup/vjoule.slice/vjoule_service.service;62019;2754727;1847296;16384
1694598736.58026;/sys/fs/cgroup/system.slice/docker-fa36d9a5289fab69b97dcfdd34af31380ef7d4fc1bb1c6b95ac58bf9a541f004.scope;648392;58618851;81838080;70320128
1694598736.58026;/sys/fs/cgroup/system.slice/docker-5fd5eaa00fea4ab3534fdc4724ac527a7551aa1127ff01b121ca236e65ebcd79.scope;0;0;1806336;0
1694598737.44977;#SYSTEM;19648988;11799275331;520548352;28757700608
1694598737.44977;/sys/fs/cgroup/SocialNetworkAKKA/all-in-one;0;0;0;0
1694598737.44977;/sys/fs/cgroup/SocialNetworkAKKA/front;0;0;0;0
1694598737.44977;/sys/fs/cgroup/SocialNetworkAKKA/registry;0;0;0;0
1694598737.44977;/sys/fs/cgroup/vjoule.slice/vjoule_service.service;60287;1453560;1847296;16384
