TIMESTAMP;CGROUP;LLC_MISSES;PERF_COUNT_SW_CPU_CLOCK;MEMORY_ANON;MEMORY_FILE
1694593977.128872;#SYSTEM;22155;24733631;432021504;27274764288
1694593977.128872;/sys/fs/cgroup/SocialNetworkAKKA/all-in-one;0;0;0;0
1694593977.128872;/sys/fs/cgroup/SocialNetworkAKKA/front;0;0;0;0
1694593977.128872;/sys/fs/cgroup/SocialNetworkAKKA/registry;0;0;0;0
1694593977.128872;/sys/fs/cgroup/vjoule.slice/vjoule_service.service;9614;611906;1740800;16384
1694593977.980557;#SYSTEM;7145410;11967757228;436506624;27292626944
1694593977.980557;/sys/fs/cgroup/SocialNetworkAKKA/all-in-one;0;0;0;0
1694593977.980557;/sys/fs/cgroup/SocialNetworkAKKA/front;0;0;0;0
1694593977.980557;/sys/fs/cgroup/SocialNetworkAKKA/registry;0;0;0;0
1694593977.980557;/sys/fs/cgroup/vjoule.slice/vjoule_service.service;78003;1847087;1761280;16384
1694593979.228918;#SYSTEM;9930948;12243486747;477376512;27301462016
1694593979.228918;/sys/fs/cgroup/SocialNetworkAKKA/all-in-one;0;0;0;0
1694593979.228918;/sys/fs/cgroup/SocialNetworkAKKA/front;0;0;0;0
1694593979.228918;/sys/fs/cgroup/SocialNetworkAKKA/registry;0;0;0;0
1694593979.228918;/sys/fs/cgroup/vjoule.slice/vjoule_service.service;76165;2857919;1798144;16384
1694593979.228918;/sys/fs/cgroup/system.slice/docker-6f39f54e81c63ac6a0a44fbbc28790215c653972369e84a459b1b6629997e6cf.scope;330752;25855616;10244096;0
1694593979.978378;#SYSTEM;11891266;11679258089;547594240;27356856320
1694593979.978378;/sys/fs/cgroup/SocialNetworkAKKA/all-in-one;0;0;0;0
1694593979.978378;/sys/fs/cgroup/SocialNetworkAKKA/front;0;0;0;0
1694593979.978378;/sys/fs/cgroup/SocialNetworkAKKA/registry;0;0;0;0
1694593979.978378;/sys/fs/cgroup/vjoule.slice/vjoule_service.service;67077;1734546;1798144;16384
1694593979.978378;/sys/fs/cgroup/system.slice/docker-6f39f54e81c63ac6a0a44fbbc28790215c653972369e84a459b1b6629997e6cf.scope;4616656;421377968;78098432;55242752
1694593981.188984;#SYSTEM;8215269;12543911377;521256960;27345760256
1694593981.188984;/sys/fs/cgroup/SocialNetworkAKKA/all-in-one;0;0;0;0
1694593981.188984;/sys/fs/cgroup/SocialNetworkAKKA/front;0;0;0;0
1694593981.188984;/sys/fs/cgroup/SocialNetworkAKKA/registry;0;0;0;0
1694593981.188984;/sys/fs/cgroup/vjoule.slice/vjoule_service.service;44764;3802602;1822720;16384
1694593981.188984;/sys/fs/cgroup/system.slice/docker-6f39f54e81c63ac6a0a44fbbc28790215c653972369e84a459b1b6629997e6cf.scope;586029;63632994;81842176;70324224
1694593981.188984;/sys/fs/cgroup/system.slice/docker-e268ddf1f82472059ad67eef13aec0b81defa06672aa8beaff26460877d98d49.scope;0;0;1798144;0
1694593981.975997;#SYSTEM;18774939;11369037227;522735616;27346751488
1694593981.975997;/sys/fs/cgroup/SocialNetworkAKKA/all-in-one;0;0;0;0
1694593981.975997;/sys/fs/cgroup/SocialNetworkAKKA/front;0;0;0;0
1694593981.975997;/sys/fs/cgroup/SocialNetworkAKKA/registry;0;0;0;0
1694593981.975997;/sys/fs/cgroup/vjoule.slice/vjoule_service.service;55557;2176652;1822720;16384
1694593981.975997;/sys/fs/cgroup/system.slice/docker-6f39f54e81c63ac6a0a44fbbc28790215c653972369e84a459b1b6629997e6cf.scope;999824;65096601;85405696;71315456
1694593981.975997;/sys/fs/cgroup/system.slice/docker-e268ddf1f82472059ad67eef13aec0b81defa06672aa8beaff26460877d98d49.scope;46347;1301620;1822720;0
1694593982.975425;#SYSTEM;7914751;11932525421;545185792;27363659776
1694593982.975425;/sys/fs/cgroup/SocialNetworkAKKA/all-in-one;0;0;0;0
1694593982.975425;/sys/fs/cgroup/SocialNetworkAKKA/front;0;0;0;0
1694593982.975425;/sys/fs/cgroup/SocialNetworkAKKA/registry;0;0;0;0
1694593982.975425;/sys/fs/cgroup/vjoule.slice/vjoule_service.service;48829;1063760;1822720;16384
1694593982.975425;/sys/fs/cgroup/system.slice/docker-6f39f54e81c63ac6a0a44fbbc28790215c653972369e84a459b1b6629997e6cf.scope;1756463;187255943;96829440;86552576
1694593982.975425;/sys/fs/cgroup/system.slice/docker-e268ddf1f82472059ad67eef13aec0b81defa06672aa8beaff26460877d98d49.scope;37590;1072750;1822720;0
1694593983.974752;#SYSTEM;1332856;11946672864;544526336;27378995200
1694593983.974752;/sys/fs/cgroup/SocialNetworkAKKA/all-in-one;0;0;0;0
1694593983.974752;/sys/fs/cgroup/SocialNetworkAKKA/front;0;0;0;0
1694593983.974752;/sys/fs/cgroup/SocialNetworkAKKA/registry;0;0;0;0
1694593983.974752;/sys/fs/cgroup/vjoule.slice/vjoule_service.service;58056;1514980;1822720;16384
1694593983.974752;/sys/fs/cgroup/system.slice/docker-6f39f54e81c63ac6a0a44fbbc28790215c653972369e84a459b1b6629997e6cf.scope;515828;191864892;99192832;90189824
1694593983.974752;/sys/fs/cgroup/system.slice/docker-e268ddf1f82472059ad67eef13aec0b81defa06672aa8beaff26460877d98d49.scope;35042;1324532;1822720;0
1694593984.973501;#SYSTEM;1159894;11945099510;549535744;27392258048
1694593984.973501;/sys/fs/cgroup/SocialNetworkAKKA/all-in-one;0;0;0;0
1694593984.973501;/sys/fs/cgroup/SocialNetworkAKKA/front;0;0;0;0
1694593984.973501;/sys/fs/cgroup/SocialNetworkAKKA/registry;0;0;0;0
1694593984.973501;/sys/fs/cgroup/vjoule.slice/vjoule_service.service;19163;1326904;1822720;20480
1694593984.973501;/sys/fs/cgroup/system.slice/docker-6f39f54e81c63ac6a0a44fbbc28790215c653972369e84a459b1b6629997e6cf.scope;336625;209060667;104189952;91783168
1694593984.973501;/sys/fs/cgroup/system.slice/docker-e268ddf1f82472059ad67eef13aec0b81defa06672aa8beaff26460877d98d49.scope;22240;1062848;1822720;0
1694593985.972697;#SYSTEM;1195984;11930888001;556965888;27407286272
1694593985.972697;/sys/fs/cgroup/SocialNetworkAKKA/all-in-one;0;0;0;0
1694593985.972697;/sys/fs/cgroup/SocialNetworkAKKA/front;0;0;0;0
1694593985.972697;/sys/fs/cgroup/SocialNetworkAKKA/registry;0;0;0;0
1694593985.972697;/sys/fs/cgroup/vjoule.slice/vjoule_service.service;18014;1206684;1822720;20480
1694593985.972697;/sys/fs/cgroup/system.slice/docker-6f39f54e81c63ac6a0a44fbbc28790215c653972369e84a459b1b6629997e6cf.scope;737028;363050178;111636480;95121408
1694593985.972697;/sys/fs/cgroup/system.slice/docker-e268ddf1f82472059ad67eef13aec0b81defa06672aa8beaff26460877d98d49.scope;28674;1050526;1822720;0
1694593986.971972;#SYSTEM;1700695;11933404851;566534144;27432751104
1694593986.971972;/sys/fs/cgroup/SocialNetworkAKKA/all-in-one;0;0;0;0
1694593986.971972;/sys/fs/cgroup/SocialNetworkAKKA/front;0;0;0;0
1694593986.971972;/sys/fs/cgroup/SocialNetworkAKKA/registry;0;0;0;0
1694593986.971972;/sys/fs/cgroup/vjoule.slice/vjoule_service.service;17283;1327714;1822720;20480
1694593986.971972;/sys/fs/cgroup/system.slice/docker-6f39f54e81c63ac6a0a44fbbc28790215c653972369e84a459b1b6629997e6cf.scope;889444;541983797;121122816;108879872
1694593986.971972;/sys/fs/cgroup/system.slice/docker-e268ddf1f82472059ad67eef13aec0b81defa06672aa8beaff26460877d98d49.scope;40903;1426393;1826816;0
1694593987.970542;#SYSTEM;3218247;11935215411;568868864;27442569216
1694593987.970542;/sys/fs/cgroup/SocialNetworkAKKA/all-in-one;0;0;0;0
1694593987.970542;/sys/fs/cgroup/SocialNetworkAKKA/front;0;0;0;0
1694593987.970542;/sys/fs/cgroup/SocialNetworkAKKA/registry;0;0;0;0
1694593987.970542;/sys/fs/cgroup/vjoule.slice/vjoule_service.service;17675;1072970;1822720;20480
1694593987.970542;/sys/fs/cgroup/system.slice/docker-6f39f54e81c63ac6a0a44fbbc28790215c653972369e84a459b1b6629997e6cf.scope;815236;134233961;125476864;110358528
1694593987.970542;/sys/fs/cgroup/system.slice/docker-e268ddf1f82472059ad67eef13aec0b81defa06672aa8beaff26460877d98d49.scope;34879;1696886;1826816;0
1694593989.144848;#SYSTEM;17908902;12116632290;650907648;27443142656
1694593989.144848;/sys/fs/cgroup/SocialNetworkAKKA/all-in-one;0;0;0;0
1694593989.144848;/sys/fs/cgroup/SocialNetworkAKKA/front;0;0;0;0
1694593989.144848;/sys/fs/cgroup/SocialNetworkAKKA/registry;7282070;907732312;76021760;32768
1694593989.144848;/sys/fs/cgroup/vjoule.slice/vjoule_service.service;52278;1612301;1847296;20480
