HITS;MISSES;MEMORY
24;48;13.69
13;26;13.62
6;12;13.4
2;4;13.14
1;2;13.0
0;0;12.65
0;0;12.52
0;0;12.21
0;0;11.96
0;0;11.75
0;0;11.59
0;0;11.35
0;0;11.16
0;0;10.97
0;0;10.76
0;0;10.39
4;38;10.39
24;48;10.3
21;42;10.36
24;48;10.2
28;56;10.14
25;50;10.16
23;48;10.17
28;54;9.9
27;54;9.82
28;56;9.68
20;70;9.48
36;72;9.49
39;78;9.76
35;70;9.74
35;70;9.82
43;86;9.86
31;62;9.58
35;71;9.63
35;72;9.63
40;77;9.54
23;67;9.33
38;85;9.46
35;71;9.29
37;73;9.16
34;68;9.11
33;66;9.07
34;68;9.12
38;76;9.27
38;76;9.27
38;77;9.33
30;84;9.2
39;80;9.01
41;86;9.09
42;83;9.16
44;88;9.14
42;84;9.3
36;72;9.2
44;88;9.26
42;84;9.36
37;75;9.32
38;75;9.29
49;99;9.49
42;83;9.56
41;83;9.56
42;83;9.54
37;75;9.73
41;81;9.89
39;78;9.85
36;72;9.9
40;80;10.08
40;80;10.17
42;84;10.5
35;70;10.47
43;86;10.7
47;94;10.95
41;82;11.13
50;101;11.4
41;81;11.55
40;80;11.85
38;76;11.91
38;94;11.98
43;95;12.38
42;87;12.46
44;88;12.76
47;94;12.94
39;78;12.98
43;86;13.26
42;86;13.48
42;82;13.59
37;74;13.79
42;102;14.04
41;91;14.15
40;86;14.2
39;76;14.19
45;89;14.2
33;68;14.07
48;96;14.06
34;66;13.85
40;80;13.81
42;84;13.75
29;82;13.89
40;80;13.85
43;89;13.93
43;89;13.98
35;70;13.95
47;94;13.99
37;74;14.17
44;88;14.11
45;90;14.27
39;78;14.15
39;105;14.37
39;81;14.28
43;86;14.51
41;82;14.56
38;76;14.56
40;80;14.33
43;88;14.46
40;78;14.3
45;91;14.12
44;87;14.25
33;66;14.22
35;71;14.19
31;61;14.13
19;38;13.87
11;22;13.72
5;10;13.57
2;4;13.38
1;2;13.24
0;0;12.89
0;0;12.82
0;0;12.5
0;0;12.29
0;0;12.08
0;0;11.86
0;0;11.64
0;0;11.43
0;0;11.07
0;0;10.87
0;0;10.65
19;41;10.7
20;61;10.79
23;52;10.69
22;45;10.65
28;55;10.67
27;54;10.58
28;56;10.44
22;44;10.15
24;48;10.17
13;27;9.76
35;75;9.77
32;76;9.75
28;69;9.83
35;69;9.91
41;82;9.82
29;60;9.61
37;72;9.41
40;80;9.63
40;80;9.67
31;69;9.77
42;77;9.67
35;88;9.76
31;71;9.63
38;81;9.69
37;72;9.68
36;72;9.76
40;80;9.7
38;76;9.71
39;78;9.62
37;77;9.7
37;86;9.71
43;95;9.57
37;77;9.61
44;91;9.55
39;80;9.76
48;94;9.59
40;80;9.41
42;87;9.5
44;85;9.53
36;72;9.53
53;106;9.69
41;82;9.66
30;62;9.69
47;93;9.59
38;75;9.66
39;78;9.76
47;94;9.92
41;82;9.97
42;84;10.18
37;74;10.36
43;86;10.38
39;78;10.62
43;86;10.81
39;81;11.13
47;91;11.16
46;92;11.49
43;86;11.57
41;82;11.75
46;94;12.05
47;92;12.34
35;82;12.4
36;75;12.61
37;83;12.86
35;73;12.9
35;70;12.86
51;102;13.25
42;84;13.31
40;80;13.42
34;68;13.44
51;102;13.74
42;87;13.83
34;80;13.99
36;88;14.23
48;95;14.21
46;92;14.5
44;88;14.38
46;92;14.44
40;82;14.34
41;80;14.17
40;80;14.35
36;81;14.17
39;84;14.11
39;90;14.25
43;86;14.33
45;93;14.6
41;82;14.34
37;74;14.59
43;86;14.46
44;88;14.56
41;82;14.45
36;87;14.54
33;75;14.44
45;93;14.56
51;105;14.5
41;83;14.65
42;84;14.51
34;67;14.49
44;88;14.65
34;68;14.48
35;70;14.6
32;66;14.6
29;56;14.31
18;36;14.0
10;20;13.91
5;10;13.68
2;4;13.38
2;4;13.11
1;2;13.0
0;0;12.8
0;0;12.62
0;0;12.39
0;0;12.12
0;0;11.96
0;0;11.65
0;0;11.48
0;0;11.25
0;0;11.12
0;0;10.92
0;0;10.68
0;0;10.36
0;0;10.09
0;0;9.88
0;0;9.67
0;0;9.45
0;0;9.33
0;20;10.01
0;105;12.25
10;74;13.76
60;40;14.47
519;74;15.89
700;61;16.86
724;43;17.35
723;34;17.81
731;33;18.26
723;44;18.71
599;105;20.63
246;87;22.43
158;55;23.54
464;56;24.72
722;32;25.09
704;44;25.67
714;46;26.38
744;20;26.57
720;28;26.81
728;30;27.11
656;89;28.98
410;85;30.79
280;63;31.94
586;26;32.43
723;35;32.83
733;24;33.03
722;18;33.25
166;4;32.51
0;0;32.28
0;0;32.04
0;0;31.79
0;0;31.59
0;0;31.46
0;0;31.37
0;0;31.09
0;0;30.89
0;0;30.77
0;0;30.59
0;0;30.51
0;0;30.48
0;0;30.45
0;0;30.42
0;0;30.4
0;0;30.4
0;0;30.39
0;0;30.39
110;0;30.85
740;32;31.46
754;14;31.68
747;14;31.93
99;0;31.46
0;0;31.46
0;0;31.46
0;0;31.46
0;0;31.46
0;0;31.46
360;10;32.12
736;8;32.22
732;8;32.39
514;20;32.29
0;0;32.1
0;0;31.63
0;0;30.22
0;0;26.85
0;0;26.22
0;0;24.86
440;38;25.13
702;49;25.46
698;52;25.95
369;26;25.16
0;0;22.94
0;0;20.43
0;0;19.61
0;0;18.31
0;0;17.23
0;0;16.37
12;121;18.94
6;65;19.94
370;62;21.43
708;41;21.6
706;33;20.4
198;18;17.84
0;0;16.65
0;0;15.48
0;0;14.98
0;0;14.62
0;0;14.11
0;0;13.93
0;0;13.93
0;0;13.93
0;0;13.93
0;0;13.93
0;0;13.93
0;0;13.93
0;0;13.93
0;0;13.93
0;0;13.93
0;0;13.93
0;0;13.93
0;20;14.9
26;97;17.04
6;58;18.44
241;43;19.47
679;35;20.15
736;26;20.66
720;47;21.59
724;35;22.18
731;29;22.5
751;17;22.58
652;83;24.24
290;84;26.09
162;65;27.58
468;34;28.4
728;25;28.65
730;26;28.98
734;21;29.47
720;29;29.82
728;38;30.67
734;14;30.71
650;82;32.41
406;87;34.52
266;59;35.61
532;56;36.84
734;27;37.3
752;11;37.41
731;15;37.58
718;44;37.96
710;38;38.03
720;30;38.0
748;18;38.13
734;22;38.14
720;20;38.24
746;16;38.3
732;20;38.56
742;8;38.63
714;33;38.83
658;77;39.04
574;69;39.05
490;59;39.07
722;45;39.35
734;27;39.25
726;16;39.22
754;10;39.17
730;22;39.36
730;16;39.48
738;16;39.67
744;25;39.97
732;19;40.23
732;18;40.54
728;18;40.91
752;12;41.14
732;16;41.41
748;12;41.6
746;6;41.7
734;18;41.84
746;14;42.15
744;12;42.24
732;14;42.67
754;14;42.93
710;34;43.26
684;66;43.38
564;63;43.56
446;49;43.6
680;30;43.64
722;20;43.71
744;10;43.54
738;16;43.41
760;12;43.13
734;12;42.32
694;54;41.46
659;76;41.58
513;65;41.37
604;53;41.59
734;27;41.67
738;9;41.54
742;8;41.25
742;14;41.12
718;30;41.27
736;12;40.91
694;54;40.89
608;99;40.92
522;65;40.87
424;46;40.68
764;26;40.59
722;24;40.64
732;24;40.71
736;22;40.67
714;28;40.47
730;21;40.49
738;23;40.24
728;26;40.35
718;28;40.29
736;20;40.13
738;20;40.28
725;26;40.28
721;26;40.38
688;60;40.36
682;69;40.5
550;66;40.39
472;50;40.43
749;27;40.76
705;41;40.67
724;29;41.09
742;22;41.1
732;22;41.19
724;20;41.41
736;15;41.32
746;19;41.45
732;8;41.5
748;10;41.4
722;23;41.46
734;17;41.46
742;12;41.21
722;22;41.25
738;14;41.33
747;6;41.22
741;11;41.19
748;13;41.18
742;16;41.25
726;25;41.21
729;31;41.03
705;33;40.62
638;46;40.75
523;28;40.22
731;27;40.05
736;20;39.58
743;18;39.51
749;11;39.41
744;15;39.54
732;28;39.42
736;25;39.34
736;21;38.05
454;30;37.34
349;24;36.43
731;20;36.3
678;10;35.82
166;2;35.12
0;0;35.05
0;0;34.61
0;0;34.15
0;0;33.28
0;0;31.26
0;0;28.91
0;0;28.13
0;0;27.78
0;0;27.58
0;0;27.04
0;0;26.2
0;0;25.7
0;0;25.19
0;0;24.91
0;0;24.21
0;0;23.65
0;0;23.29
0;0;22.72
0;0;22.29
0;0;21.29
0;0;18.85
0;0;18.04
0;0;16.18
0;0;15.63
0;0;15.09
0;0;14.38
0;0;14.27
0;0;13.66
0;0;13.04
0;0;12.66
0;0;12.41
0;0;12.3
0;0;12.12
0;0;11.8
0;0;11.21
0;0;10.99
0;0;10.71
0;0;10.38
0;0;10.22
0;0;10.05
0;0;9.71
0;0;9.44
0;0;8.9
0;0;8.06
0;0;7.39
0;0;6.41
0;0;5.78
0;0;5.42
0;0;5.01
0;0;4.84
0;0;4.5
0;0;4.11
0;0;3.43
0;0;2.87
0;0;2.33
0;0;1.67
0;0;1.3
0;0;1.14
0;0;1.09
0;0;1.09
0;0;1.09
0;0;1.09
0;0;1.09
0;0;1.09
0;0;1.09
0;0;1.09
0;0;1.09
0;0;1.09
0;0;1.09
0;0;1.09
0;0;1.09
0;0;1.09
0;0;1.09
0;0;1.09
0;0;1.09
0;0;1.09
0;0;1.09
0;0;1.13
0;0;1.09
0;0;1.09
0;0;1.09
0;0;1.09
0;0;1.09
0;0;1.09
0;0;1.09
0;0;1.09
0;0;1.09
0;0;0.85
0;0;0.85
