HITS;MISSES;MEMORY
34;74;13.96
43;86;14.12
36;72;13.96
42;84;13.92
39;78;14.04
39;78;13.92
40;82;14.13
45;88;14.14
39;78;14.2
39;78;14.14
40;80;14.13
39;78;14.22
33;66;14.07
29;58;14.06
16;32;13.82
7;14;13.61
2;4;13.37
0;0;13.08
0;0;12.97
0;0;12.81
0;0;12.57
0;0;12.28
0;0;11.96
0;0;11.76
0;0;11.65
0;0;11.33
0;0;11.12
0;0;10.95
0;0;10.82
0;0;10.64
0;0;10.46
0;0;10.2
0;0;9.98
0;0;9.59
0;0;9.41
0;0;9.29
0;0;9.13
0;0;8.93
0;0;8.63
0;0;8.51
0;0;8.11
0;0;7.92
0;30;8.21
21;42;7.76
25;50;7.73
26;52;7.8
23;46;7.66
28;56;7.52
25;50;7.6
29;58;7.42
26;52;7.36
27;54;7.09
19;50;7.2
31;80;7.12
35;70;7.2
34;70;7.04
37;72;6.97
38;76;7.03
34;68;6.93
35;68;7.06
33;68;6.91
37;74;6.91
26;70;7.01
29;70;6.76
43;86;6.73
34;68;6.79
38;76;6.69
33;66;6.74
41;82;6.75
31;62;6.59
36;72;6.7
36;73;6.64
30;68;6.67
35;88;6.67
45;93;6.94
44;90;6.93
37;72;7.07
48;96;7.34
43;86;7.57
38;76;7.44
44;88;7.87
34;70;8.0
39;76;8.09
37;74;8.29
44;88;8.69
39;78;8.76
45;90;8.74
39;78;8.96
39;79;9.15
42;83;9.32
35;70;9.52
46;92;9.78
43;86;10.14
40;81;10.14
36;71;10.22
46;92;10.52
45;90;10.79
35;70;10.87
46;92;11.1
44;89;11.47
40;79;11.66
39;78;11.73
40;89;12.05
29;79;12.26
43;86;12.41
36;72;12.49
47;94;12.79
50;100;12.93
40;82;13.17
45;88;13.3
43;88;13.6
33;64;13.53
36;93;13.77
40;89;13.8
42;84;13.89
41;82;13.89
45;91;14.19
35;70;14.14
47;93;13.98
39;78;14.03
43;86;13.96
41;84;13.82
38;91;13.9
42;91;13.85
34;74;13.78
41;82;13.96
42;85;13.91
42;83;13.99
37;74;14.0
49;98;14.13
43;86;14.36
39;78;14.29
31;71;14.35
35;88;14.27
44;91;14.34
35;70;14.36
38;76;14.25
36;72;14.28
41;82;14.07
43;86;14.26
43;86;14.18
36;72;14.13
44;88;14.23
31;62;14.29
43;86;14.26
30;60;14.33
20;40;14.13
17;34;13.86
4;8;13.58
0;0;13.36
0;0;13.15
0;0;12.82
0;0;12.56
0;0;12.35
0;0;12.22
0;0;12.09
0;0;11.87
0;0;11.69
0;0;11.41
0;0;11.13
0;0;10.96
27;57;10.96
11;43;10.94
22;50;10.84
24;48;10.66
25;50;10.68
24;48;10.59
29;58;10.46
28;56;10.5
21;42;9.98
14;32;10.11
40;79;10.04
35;94;10.22
35;73;10.21
36;72;10.23
34;68;10.01
35;70;10.12
38;76;9.89
36;72;9.72
39;79;9.85
34;67;9.98
41;85;9.83
34;86;9.84
30;63;9.66
37;80;9.81
46;92;9.92
37;74;9.76
47;94;9.95
36;72;9.76
39;80;9.97
31;60;9.75
46;95;9.93
38;79;9.85
38;88;9.86
37;86;9.82
45;90;9.83
39;80;9.95
47;92;9.95
42;84;9.97
45;90;10.08
39;78;10.08
46;92;10.06
44;88;9.96
42;84;10.06
43;86;10.05
46;92;10.26
43;92;10.43
45;84;10.21
42;84;10.28
41;83;10.45
44;87;10.56
38;76;10.75
42;85;10.91
40;79;10.99
40;80;11.21
41;82;11.31
41;82;11.46
44;88;11.73
40;80;11.88
44;90;12.24
42;82;12.35
34;71;12.47
34;88;12.8
42;88;12.94
40;83;13.09
40;80;13.21
46;92;13.46
50;100;13.64
41;82;13.85
39;78;13.86
42;84;14.19
38;85;14.29
43;107;14.48
40;80;14.57
41;82;14.45
39;79;14.44
39;77;14.23
46;92;14.05
41;82;14.11
44;88;14.22
39;78;14.1
44;88;14.24
32;79;14.27
33;78;14.28
44;91;14.39
49;99;14.51
50;99;14.66
40;80;14.89
50;100;14.81
37;74;14.6
42;84;14.74
39;81;14.59
37;81;14.48
46;106;14.55
38;82;14.7
44;90;14.82
34;66;14.62
39;78;14.69
39;78;14.67
35;72;14.52
33;64;14.41
31;62;14.49
21;42;14.34
10;20;13.95
5;10;13.77
1;2;13.4
0;0;13.25
0;0;13.04
0;0;12.75
0;0;12.57
0;0;12.31
0;0;12.03
0;0;11.94
0;0;11.73
0;0;11.48
0;0;11.23
0;0;11.08
0;0;10.84
0;0;10.67
0;0;10.32
0;0;10.18
0;0;9.92
0;0;9.73
0;0;9.6
0;0;9.39
0;0;9.12
0;0;8.85
0;20;9.59
6;105;11.77
4;70;13.29
74;45;14.07
516;54;15.08
728;50;15.75
738;46;16.4
742;41;17.0
739;48;17.65
750;40;18.28
592;97;20.0
248;84;20.0
184;50;19.99
430;44;20.0
720;40;19.98
722;46;19.99
724;29;19.98
729;31;19.99
723;25;19.97
726;34;19.98
656;100;19.95
362;106;19.95
195;72;19.97
439;74;20.0
659;82;19.98
644;97;19.97
588;95;19.99
368;95;19.97
402;90;19.97
517;99;19.97
367;130;19.97
166;128;19.99
91;98;19.97
57;73;19.96
93;92;19.96
80;84;19.97
110;114;19.91
91;92;19.94
147;102;19.93
108;92;19.92
119;90;19.95
72;82;19.87
80;82;19.95
71;92;19.99
118;104;19.99
136;103;19.97
94;96;19.99
56;82;20.0
91;83;20.0
131;92;19.98
65;83;19.96
80;79;19.98
99;97;20.0
78;90;20.0
75;89;19.97
138;114;19.96
83;91;19.95
103;91;19.96
73;93;19.96
116;88;19.96
107;112;19.92
85;82;19.96
165;115;20.0
85;83;19.98
156;95;19.99
141;93;20.0
123;81;19.97
136;89;19.97
163;86;19.88
111;103;20.0
94;91;19.95
150;74;19.92
151;132;19.95
97;102;19.99
75;95;19.88
99;73;19.95
132;95;19.96
161;85;20.0
114;101;19.97
103;78;19.97
122;94;19.97
130;121;19.98
108;83;19.96
98;89;19.97
132;83;19.98
152;98;19.95
75;88;19.97
104;82;19.99
90;103;19.99
67;98;19.97
109;90;19.99
81;94;19.97
107;94;19.95
73;87;19.97
80;90;19.98
99;82;19.97
173;112;19.99
147;86;19.99
255;85;19.96
155;107;20.0
150;99;20.0
123;88;19.95
164;109;19.89
64;77;19.78
70;100;19.98
95;90;19.89
91;79;20.0
219;105;19.96
99;80;19.97
159;87;19.99
57;75;19.95
75;98;20.0
122;84;19.99
82;108;19.98
80;84;19.96
65;77;19.97
62;84;19.99
49;86;19.97
101;99;19.98
109;85;19.98
128;85;19.96
227;101;19.97
178;96;19.98
130;100;19.99
105;96;19.96
60;73;20.0
108;72;19.99
165;97;20.0
75;84;19.98
142;98;19.99
131;85;19.97
77;82;19.98
54;88;20.0
99;96;19.97
63;96;19.98
56;94;19.95
48;88;19.98
82;106;19.96
104;92;19.93
54;74;19.98
106;88;19.96
99;81;19.88
135;104;19.97
81;72;19.94
105;96;19.98
137;109;19.87
122;112;19.95
92;83;19.96
68;82;19.96
64;90;19.97
54;77;19.98
69;112;19.99
88;99;19.98
122;90;19.99
114;86;19.99
81;74;20.0
190;98;19.97
113;85;19.97
71;73;19.95
78;98;20.0
141;100;19.96
127;92;19.98
95;91;20.0
116;98;20.0
137;80;19.99
80;101;19.96
84;114;19.99
83;85;19.97
97;88;19.97
174;100;19.96
93;80;19.95
162;99;19.99
150;101;19.9
153;90;19.93
150;77;19.86
185;104;19.97
227;73;19.99
93;107;19.96
95;61;19.92
151;86;19.98
191;80;19.98
127;92;19.97
177;101;19.96
151;85;19.95
112;88;19.97
113;96;19.87
185;83;19.98
103;101;19.99
121;93;19.98
141;117;19.95
100;91;19.99
74;96;19.97
66;102;19.98
61;79;19.96
102;88;19.98
91;91;19.97
113;84;19.98
86;84;19.97
130;95;19.99
106;96;19.99
101;112;19.95
82;81;19.96
115;89;19.95
101;96;19.97
91;88;19.96
89;93;19.99
118;86;19.98
117;91;19.99
100;115;19.84
89;86;19.96
159;85;19.95
274;94;19.98
154;96;20.0
114;110;19.96
152;76;19.95
106;94;19.98
101;82;19.99
103;86;20.0
82;93;19.96
73;74;19.99
164;99;19.94
207;93;19.98
134;93;19.94
102;86;19.96
135;79;19.93
130;107;19.96
141;69;19.96
130;110;19.95
121;109;19.95
86;85;19.97
118;85;19.97
162;105;19.97
112;74;19.99
92;72;19.97
200;77;20.0
141;68;19.96
140;94;19.99
162;86;19.96
153;76;19.96
129;88;19.95
114;91;19.9
105;88;19.82
134;101;19.87
155;82;19.92
215;97;19.94
193;62;19.86
101;81;19.97
48;69;19.96
205;72;19.99
198;78;19.97
126;83;20.0
166;93;19.97
114;117;19.96
68;81;19.97
107;81;19.98
122;87;19.95
116;92;19.96
133;119;19.97
131;92;20.0
144;78;19.93
199;115;19.96
89;120;19.96
98;79;19.99
72;96;19.98
99;84;19.97
90;107;19.98
100;92;19.98
127;112;19.99
124;94;19.96
123;89;19.97
97;104;19.99
84;87;20.0
61;96;19.98
69;82;19.97
58;106;19.97
90;102;19.95
78;90;19.98
131;94;19.99
166;102;20.0
106;64;19.96
221;94;19.99
121;66;19.99
72;80;19.97
99;57;19.91
103;99;19.96
123;94;19.95
153;86;19.85
149;99;19.98
184;104;19.99
118;102;20.0
171;98;19.99
136;77;19.97
214;94;19.95
161;88;19.99
217;90;19.99
152;99;19.97
196;85;19.98
204;94;19.97
176;102;20.0
140;86;19.95
132;82;19.96
110;98;19.99
132;83;19.9
121;99;19.97
110;88;19.9
162;73;19.93
170;88;19.99
256;98;19.96
201;90;19.99
255;99;19.99
216;69;19.8
238;90;20.0
232;94;19.97
210;97;19.99
215;105;19.99
77;74;20.0
234;95;20.0
211;101;19.99
263;90;19.95
277;97;19.98
321;71;19.99
280;106;19.99
314;106;19.99
255;82;19.99
238;82;20.0
294;94;19.97
192;73;19.96
195;65;19.89
377;91;19.97
317;94;20.0
289;113;19.97
399;90;19.99
456;92;19.97
574;94;19.99
628;104;19.96
548;105;19.99
669;68;19.92
681;82;19.97
667;74;19.97
682;74;19.94
689;56;19.98
707;56;19.99
704;46;19.99
695;57;19.97
698;48;19.97
697;48;19.99
704;43;19.97
709;36;19.98
708;41;20.0
565;25;19.97
53;3;19.54
0;0;19.54
0;0;19.49
0;0;19.49
0;0;19.49
0;0;19.49
0;0;19.43
0;0;19.43
0;0;19.38
0;0;19.34
0;0;19.33
0;0;19.33
0;0;19.24
0;0;19.14
0;0;19.14
0;0;19.04
0;0;18.99
0;0;18.94
0;0;18.94
0;0;18.89
0;0;18.79
0;0;18.74
0;0;18.59
0;0;18.55
0;0;18.45
0;0;18.35
0;0;18.19
0;0;18.0
0;0;17.8
0;0;17.64
0;0;17.49
0;0;17.24
0;0;17.05
0;0;16.75
0;0;16.4
0;0;15.85
0;0;15.5
0;0;15.22
0;0;15.06
0;0;14.55
0;0;13.42
0;0;13.02
0;0;12.17
0;0;11.36
0;0;10.71
0;0;10.09
0;0;9.28
0;0;8.66
0;0;7.98
0;0;7.4
0;0;7.14
0;0;6.61
0;0;6.19
0;0;5.44
0;0;4.32
0;0;3.37
0;0;2.59
0;0;1.71
0;0;1.12
0;0;1.08
0;0;1.08
0;0;1.08
0;0;1.08
0;0;1.08
0;0;1.08
0;0;1.08
0;0;1.08
0;0;1.08
0;0;1.08
0;0;1.08
0;0;1.08
0;0;1.08
0;0;1.08
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
