TIMESTAMP;PDU;CPU;RAM;GPU
1745305697.165751;3.6;2.01173;0;0
1745305698.163065;21.6;5.10857;0;0
1745305699.164835;46.8;9.38014;0;0
1745305700.162989;64.8;12.1145;0;0
1745305701.163558;82.8;15.149;0;0
1745305702.161270;104.4;18.87;0;0
1745305703.161439;122.4;21.3401;0;0
1745305704.159121;144;24.4238;0;0
1745305705.160265;165.6;28.131;0;0
1745305706.157185;183.6;30.4898;0;0
1745305707.157850;201.6;33.5918;0;0
1745305708.156764;223.2;37.4607;0;0
1745305709.156381;241.2;39.5658;0;0
1745305710.154075;262.8;42.7781;0;0
1745305711.153632;288;48.6824;0;0
1745305712.151775;316.8;54.8684;0;0
1745305713.151205;338.4;59.0679;0;0
1745305714.158725;360;62.3264;0;0
1745305715.150878;381.6;65.878;0;0
1745305716.149705;399.6;68.2943;0;0
1745305717.148973;421.2;71.3357;0;0
1745305718.148021;439.2;74.3223;0;0
1745305719.148617;460.8;77.4063;0;0
1745305720.146628;478.8;80.3902;0;0
1745305721.146786;500.4;83.4161;0;0
1745305722.143685;518.4;86.7455;0;0
1745305723.142949;540;89.5229;0;0
1745305724.143003;558;92.5411;0;0
1745305725.143106;579.6;96.116;0;0
1745305726.141977;597.6;98.5206;0;0
1745305727.141607;619.2;101.674;0;0
1745305728.140891;637.2;105.064;0;0
1745305729.155567;658.8;108.475;0;0
1745305730.137073;680.4;111.475;0;0
1745305731.159625;698.4;114.586;0;0
1745305732.137659;716.4;117.681;0;0
1745305733.137155;741.6;121.496;0;0
1745305734.137171;759.6;124.571;0;0
1745305735.135466;781.2;128.1;0;0
1745305736.135717;802.8;131.875;0;0
1745305737.148952;828;135.354;0;0
1745305738.135541;846;138.532;0;0
1745305739.131831;864;141.783;0;0
1745305740.132537;889.2;145.598;0;0
1745305741.132876;910.8;148.91;0;0
1745305742.130416;928.8;152.262;0;0
1745305743.129697;950.4;155.857;0;0
1745305744.143076;975.6;159.32;0;0
1745305745.128177;993.6;162.575;0;0
1745305746.126435;1015.2;165.854;0;0
1745305747.127261;1033.2;169.438;0;0
1745305748.123659;1054.8;172.943;0;0
1745305749.123863;1076.4;176.241;0;0
1745305750.124749;1098;179.726;0;0
1745305751.129414;1119.6;183.348;0;0
1745305752.123967;1141.2;186.573;0;0
1745305753.123319;1159.2;189.789;0;0
1745305754.120041;1180.8;192.756;0;0
1745305755.120267;1202.4;196.361;0;0
1745305756.120994;1224;200.642;0;0
1745305757.120193;1245.6;203.674;0;0
1745305758.118202;1263.6;206.07;0;0
1745305759.117518;1281.6;208.141;0;0
1745305760.116441;1299.6;210.223;0;0
1745305761.116651;1317.6;212.281;0;0
1745305762.114734;1335.6;214.33;0;0
1745305763.115732;1353.6;216.376;0;0
1745305764.113894;1371.6;218.412;0;0
1745305765.115106;1389.6;220.506;0;0
1745305766.112246;1407.6;222.58;0;0
1745305767.111090;1422;224.643;0;0
1745305768.113546;1440;226.724;0;0
1745305769.110401;1458;228.798;0;0
1745305770.110339;1476;230.88;0;0
1745305771.108428;1494;232.959;0;0
1745305772.107846;1530;249.658;0;0
1745305773.107153;1580.4;274.574;0;0
1745305774.106287;1634.4;299.495;0;0
1745305775.105550;1684.8;324.413;0;0
1745305776.102400;1735.2;349.28;0;0
1745305777.103770;1785.6;374.275;0;0
1745305778.103391;1839.6;399.19;0;0
1745305779.102416;1890;424.131;0;0
1745305780.100655;1940.4;449.025;0;0
1745305781.99851;1990.8;473.943;0;0
1745305782.98842;2044.8;498.861;0;0
1745305783.98160;2095.2;523.775;0;0
1745305784.98403;2145.6;548.717;0;0
1745305785.95799;2196;573.614;0;0
1745305786.95741;2246.4;598.559;0;0
1745305787.94469;2296.8;623.45;0;0
1745305788.92466;2347.2;648.369;0;0
1745305789.92073;2397.6;673.306;0;0
1745305790.91296;2448;698.227;0;0
1745305791.88879;2498.4;723.093;0;0
1745305792.88023;2552.4;748.013;0;0
1745305793.88055;2602.8;772.954;0;0
1745305794.85863;2653.2;797.844;0;0
1745305795.86000;2703.6;822.785;0;0
1745305796.84327;2754;847.681;0;0
1745305797.85141;2804.4;872.649;0;0
1745305798.82808;2854.8;897.533;0;0
1745305799.83215;2905.2;922.502;0;0
1745305800.81443;2955.6;947.394;0;0
1745305801.80719;3006;972.313;0;0
1745305802.80174;3056.4;997.255;0;0
1745305803.78275;3106.8;1022.15;0;0
1745305804.78653;3157.2;1047.1;0;0
1745305805.76505;3207.6;1071.99;0;0
1745305806.74954;3258;1096.88;0;0
1745305807.75215;3308.4;1121.77;0;0
1745305808.73376;3358.8;1146.68;0;0
1745305809.72434;3409.2;1171.55;0;0
1745305810.72603;3459.6;1196.52;0;0
1745305811.70608;3510;1221.41;0;0
1745305812.70410;3560.4;1246.23;0;0
1745305813.69282;3607.2;1270.41;0;0
1745305814.69417;3657.6;1295.36;0;0
1745305815.67339;3708;1320.23;0;0
1745305816.68228;3758.4;1344.76;0;0
1745305817.65081;3808.8;1369.63;0;0
1745305818.65561;3855.6;1394.53;0;0
1745305819.62990;3906;1419.43;0;0
1745305820.63460;3956.4;1444.12;0;0
1745305821.61871;4006.8;1469.02;0;0
1745305822.61526;4057.2;1493.98;0;0
1745305823.60050;4107.6;1518.87;0;0
1745305824.59989;4158;1543.81;0;0
1745305825.58101;4208.4;1568.69;0;0
1745305826.57815;4258.8;1593.61;0;0
1745305827.56040;4309.2;1618.46;0;0
1745305828.55697;4356;1642.31;0;0
1745305829.54020;4406.4;1666.4;0;0
1745305830.54096;4453.2;1691.35;0;0
1745305831.52174;4503.6;1716.16;0;0
1745305832.52227;4554;1740.68;0;0
1745305833.50549;4604.4;1765.33;0;0
1745305834.50400;4651.2;1789.88;0;0
1745305835.49482;4701.6;1814.79;0;0
1745305836.47609;4752;1839.17;0;0
1745305837.46577;4798.8;1863.41;0;0
1745305838.45664;4849.2;1888.04;0;0
1745305839.44358;4899.6;1911.83;0;0
1745305840.44947;4946.4;1936.59;0;0
1745305841.42734;4996.8;1961.34;0;0
1745305842.41789;5043.6;1984.53;0;0
1745305843.40757;5090.4;2008;0;0
1745305844.39915;5140.8;2032.55;0;0
1745305845.40999;5187.6;2056.29;0;0
1745305846.38383;5238;2081.13;0;0
1745305847.41068;5284.8;2105.03;0;0
1745305848.40508;5328;2128.52;0;0
1745305849.40859;5378.4;2153.41;0;0
1745305850.38503;5428.8;2178.12;0;0
1745305851.38539;5475.6;2203.11;0;0
1745305852.37042;5526;2227.7;0;0
1745305853.35766;5576.4;2251.22;0;0
1745305854.35274;5623.2;2275.97;0;0
1745305855.34660;5673.6;2300.77;0;0
1745305856.33120;5724;2325.27;0;0
1745305857.32180;5770.8;2349.9;0;0
1745305858.31352;5821.2;2374.23;0;0
1745305859.30303;5871.6;2398.31;0;0
1745305860.29406;5918.4;2423.19;0;0
1745305861.28324;5968.8;2448.1;0;0
1745305862.28708;6019.2;2472.61;0;0
1745305863.26568;6069.6;2497.45;0;0
1745305864.27092;6120;2522.41;0;0
1745305865.24436;6166.8;2545.74;0;0
1745305866.24558;6217.2;2569.87;0;0
1745305867.22838;6264;2594.06;0;0
1745305868.21780;6310.8;2617.99;0;0
1745305869.22271;6361.2;2642.77;0;0
1745305870.20319;6411.6;2667.06;0;0
1745305871.19071;6458.4;2691.23;0;0
1745305872.18751;6508.8;2716.15;0;0
1745305873.17176;6559.2;2740.08;0;0
1745305874.17114;6606;2762.99;0;0
1745305875.15457;6652.8;2787.92;0;0
1745305876.15032;6703.2;2812.36;0;0
1745305877.13839;6750;2836.09;0;0
1745305878.12746;6800.4;2860.66;0;0
1745305879.11839;6850.8;2885.26;0;0
1745305880.11260;6897.6;2908.08;0;0
1745305881.10166;6944.4;2932.96;0;0
1745305882.9049;6994.8;2957.71;0;0
1745305883.9219;7041.6;2980.83;0;0
1745305884.7342;7092;3004.86;0;0
1745305885.7113;7138.8;3029.07;0;0
1745305886.5338;7189.2;3053.92;0;0
1745305887.5501;7239.6;3078.67;0;0
1745305888.1154;7290;3103.51;0;0
1745305889.840;7340.4;3128.44;0;0
1745305890.512;7390.8;3153.35;0;0
1745305890.998838;7441.2;3178.21;0;0
1745305891.999178;7491.6;3203.07;0;0
1745305892.996658;7542;3227.9;0;0
1745305893.996854;7592.4;3252.67;0;0
