TIMESTAMP;PDU;CPU;RAM;GPU
1744721693.263250;3.6;1.89505;0;0
1744721694.259621;21.6;4.95169;0;0
1744721695.260794;46.8;9.23198;0;0
1744721696.259825;64.8;11.8314;0;0
1744721697.258646;86.4;14.8538;0;0
1744721698.258382;108;18.6039;0;0
1744721699.258061;126;21.0088;0;0
1744721700.254888;144;23.9178;0;0
1744721701.256323;165.6;27.6743;0;0
1744721702.255326;183.6;29.7814;0;0
1744721703.253683;205.2;32.9907;0;0
1744721704.253272;226.8;36.8809;0;0
1744721705.253614;244.8;38.9457;0;0
1744721706.251634;266.4;42.3291;0;0
1744721707.269049;284.4;45.7255;0;0
1744721708.248168;306;48.875;0;0
1744721709.249445;327.6;52.1097;0;0
1744721710.247179;349.2;55.1758;0;0
1744721711.247830;367.2;57.2474;0;0
1744721712.246409;385.2;60.381;0;0
1744721713.247411;406.8;63.3091;0;0
1744721714.246238;424.8;65.3658;0;0
1744721715.246253;442.8;68.5595;0;0
1744721716.244704;464.4;71.5019;0;0
1744721717.245266;478.8;73.6934;0;0
1744721718.242435;500.4;76.7665;0;0
1744721719.241586;522;79.6329;0;0
1744721720.240115;540;81.8982;0;0
1744721721.239868;558;85.0102;0;0
1744721722.241377;579.6;88.5785;0;0
1744721723.244232;601.2;91.826;0;0
1744721724.239167;622.8;95.002;0;0
1744721725.251364;644.4;98.2351;0;0
1744721726.236411;662.4;101.679;0;0
1744721727.233770;684;105.221;0;0
1744721728.233335;705.6;108.334;0;0
1744721729.234116;727.2;111.89;0;0
1744721730.250367;748.8;115.151;0;0
1744721731.234639;770.4;118.163;0;0
1744721732.232095;788.4;121.375;0;0
1744721733.230383;810;124.362;0;0
1744721734.229033;831.6;127.962;0;0
1744721735.229095;853.2;130.978;0;0
1744721736.227123;871.2;134.018;0;0
1744721737.229178;892.8;137.154;0;0
1744721738.225481;914.4;140.579;0;0
1744721739.233687;932.4;143.677;0;0
1744721740.223126;954;146.628;0;0
1744721741.222219;975.6;149.809;0;0
1744721742.223414;993.6;152.736;0;0
1744721743.221203;1015.2;156.336;0;0
1744721744.222461;1036.8;159.277;0;0
1744721745.219532;1058.4;162.387;0;0
1744721746.222218;1080;165.976;0;0
1744721747.233598;1101.6;169.137;0;0
1744721748.220635;1119.6;172.073;0;0
1744721749.215762;1141.2;175.075;0;0
1744721750.218298;1159.2;178.278;0;0
1744721751.215501;1184.4;181.93;0;0
1744721752.217101;1206;186.135;0;0
1744721753.215670;1224;189.146;0;0
1744721754.213272;1245.6;191.328;0;0
1744721755.211310;1263.6;193.385;0;0
1744721756.210563;1278;195.471;0;0
1744721757.212767;1296;197.523;0;0
1744721758.209789;1314;199.579;0;0
1744721759.209893;1332;201.641;0;0
1744721760.205930;1350;203.717;0;0
1744721761.207023;1368;205.78;0;0
1744721762.204999;1386;207.814;0;0
1744721763.204063;1404;209.828;0;0
1744721764.205045;1422;211.868;0;0
1744721765.205247;1440;213.89;0;0
1744721766.202471;1458;215.885;0;0
1744721767.202493;1476;217.917;0;0
1744721768.202624;1490.4;219.942;0;0
1744721769.199518;1508.4;221.983;0;0
1744721770.199717;1526.4;224.014;0;0
1744721771.199733;1544.4;226.057;0;0
1744721772.197889;1562.4;228.091;0;0
1744721773.197919;1580.4;230.149;0;0
1744721774.196780;1598.4;232.199;0;0
1744721775.195117;1616.4;234.233;0;0
1744721776.195112;1634.4;236.272;0;0
1744721777.195250;1652.4;238.308;0;0
1744721778.194199;1666.8;240.312;0;0
1744721779.193579;1684.8;242.341;0;0
1744721780.192699;1702.8;244.374;0;0
1744721781.190687;1720.8;246.428;0;0
1744721782.190532;1738.8;248.489;0;0
1744721783.190646;1756.8;250.536;0;0
1744721784.189772;1774.8;252.571;0;0
1744721785.188935;1792.8;254.628;0;0
1744721786.188926;1810.8;256.726;0;0
1744721787.187954;1828.8;258.731;0;0
1744721788.186930;1843.2;260.753;0;0
1744721789.186078;1861.2;262.77;0;0
1744721790.185121;1879.2;264.773;0;0
1744721791.184508;1897.2;266.79;0;0
1744721792.184460;1915.2;268.796;0;0
1744721793.184508;1933.2;270.817;0;0
1744721794.182723;1951.2;272.86;0;0
