TIMESTAMP;CGROUP;PERF_COUNT_SW_CPU_CLOCK;MEMORY_ANON;MEMORY_FILE
1745821536.679086;#SYSTEM;757893999;3034521600;280227840
1745821536.679086;/sys/fs/cgroup/apps/app1;0;0;0
1745821536.679086;/sys/fs/cgroup/apps/app2;0;0;0
1745821536.679086;/sys/fs/cgroup/apps/app3;0;0;0
1745821536.679086;/sys/fs/cgroup/apps/app4;0;0;0
1745821536.679086;/sys/fs/cgroup/cache/cache1;0;0;0
1745821536.679086;/sys/fs/cgroup/system.slice/docker-0859663b97bfb0782872d1a5d393bd044511b24038b281a500989b8140002635.scope;281015;756174848;35614720
1745821536.679086;/sys/fs/cgroup/system.slice/docker-7cf7223cefcf9366d5b0fd38adff1a107f7c2edb693d2449ebbbc15f98fd8868.scope;310653;695803904;311296
1745821536.679086;/sys/fs/cgroup/system.slice/docker-a143a8c26af0fd0b670e6ee5bd4169ece60d12539058d4d04d474426184749e1.scope;276238;695721984;212992
1745821536.679086;/sys/fs/cgroup/system.slice/docker-e70e7be90e00021faf79642a39b3f3ef76e6dad9944bc1d4b63cfa5abe70004b.scope;294290;696446976;212992
1745821537.675480;#SYSTEM;11945303810;3039924224;282947584
1745821537.675480;/sys/fs/cgroup/apps/app1;0;0;0
1745821537.675480;/sys/fs/cgroup/apps/app2;0;0;0
1745821537.675480;/sys/fs/cgroup/apps/app3;0;0;0
1745821537.675480;/sys/fs/cgroup/apps/app4;0;0;0
1745821537.675480;/sys/fs/cgroup/cache/cache1;0;0;0
1745821537.675480;/sys/fs/cgroup/system.slice/docker-0859663b97bfb0782872d1a5d393bd044511b24038b281a500989b8140002635.scope;7337079;756174848;35614720
1745821537.675480;/sys/fs/cgroup/system.slice/docker-7cf7223cefcf9366d5b0fd38adff1a107f7c2edb693d2449ebbbc15f98fd8868.scope;7134258;695803904;311296
1745821537.675480;/sys/fs/cgroup/system.slice/docker-a143a8c26af0fd0b670e6ee5bd4169ece60d12539058d4d04d474426184749e1.scope;7125095;695721984;212992
1745821537.675480;/sys/fs/cgroup/system.slice/docker-e70e7be90e00021faf79642a39b3f3ef76e6dad9944bc1d4b63cfa5abe70004b.scope;6943345;696446976;212992
1745821538.675106;#SYSTEM;11973985850;3079634944;300486656
1745821538.675106;/sys/fs/cgroup/apps/app1;0;0;0
1745821538.675106;/sys/fs/cgroup/apps/app2;0;0;0
1745821538.675106;/sys/fs/cgroup/apps/app3;0;0;0
1745821538.675106;/sys/fs/cgroup/apps/app4;0;0;0
1745821538.675106;/sys/fs/cgroup/cache/cache1;0;0;0
1745821538.675106;/sys/fs/cgroup/system.slice/docker-0859663b97bfb0782872d1a5d393bd044511b24038b281a500989b8140002635.scope;6834132;756174848;35614720
1745821538.675106;/sys/fs/cgroup/system.slice/docker-7cf7223cefcf9366d5b0fd38adff1a107f7c2edb693d2449ebbbc15f98fd8868.scope;7083146;695803904;311296
1745821538.675106;/sys/fs/cgroup/system.slice/docker-a143a8c26af0fd0b670e6ee5bd4169ece60d12539058d4d04d474426184749e1.scope;6595152;695721984;212992
1745821538.675106;/sys/fs/cgroup/system.slice/docker-e70e7be90e00021faf79642a39b3f3ef76e6dad9944bc1d4b63cfa5abe70004b.scope;6509633;696446976;212992
1745821539.672988;#SYSTEM;11967238515;3082104832;303669248
1745821539.672988;/sys/fs/cgroup/apps/app1;0;0;0
1745821539.672988;/sys/fs/cgroup/apps/app2;0;0;0
1745821539.672988;/sys/fs/cgroup/apps/app3;0;0;0
1745821539.672988;/sys/fs/cgroup/apps/app4;0;0;0
1745821539.672988;/sys/fs/cgroup/cache/cache1;0;0;0
1745821539.672988;/sys/fs/cgroup/system.slice/docker-0859663b97bfb0782872d1a5d393bd044511b24038b281a500989b8140002635.scope;9257658;756174848;35762176
1745821539.672988;/sys/fs/cgroup/system.slice/docker-7cf7223cefcf9366d5b0fd38adff1a107f7c2edb693d2449ebbbc15f98fd8868.scope;8374693;695803904;311296
1745821539.672988;/sys/fs/cgroup/system.slice/docker-a143a8c26af0fd0b670e6ee5bd4169ece60d12539058d4d04d474426184749e1.scope;7883973;695721984;212992
1745821539.672988;/sys/fs/cgroup/system.slice/docker-e70e7be90e00021faf79642a39b3f3ef76e6dad9944bc1d4b63cfa5abe70004b.scope;7690485;696446976;212992
1745821540.674277;#SYSTEM;11978876731;3082100736;303681536
1745821540.674277;/sys/fs/cgroup/apps/app1;0;0;0
1745821540.674277;/sys/fs/cgroup/apps/app2;0;0;0
1745821540.674277;/sys/fs/cgroup/apps/app3;0;0;0
1745821540.674277;/sys/fs/cgroup/apps/app4;0;0;0
1745821540.674277;/sys/fs/cgroup/cache/cache1;0;0;0
1745821540.674277;/sys/fs/cgroup/system.slice/docker-0859663b97bfb0782872d1a5d393bd044511b24038b281a500989b8140002635.scope;7345377;756174848;35762176
1745821540.674277;/sys/fs/cgroup/system.slice/docker-7cf7223cefcf9366d5b0fd38adff1a107f7c2edb693d2449ebbbc15f98fd8868.scope;7310502;695803904;311296
1745821540.674277;/sys/fs/cgroup/system.slice/docker-a143a8c26af0fd0b670e6ee5bd4169ece60d12539058d4d04d474426184749e1.scope;7606464;695721984;212992
1745821540.674277;/sys/fs/cgroup/system.slice/docker-e70e7be90e00021faf79642a39b3f3ef76e6dad9944bc1d4b63cfa5abe70004b.scope;7315745;696446976;212992
1745821541.673481;#SYSTEM;11973502698;3079729152;303689728
1745821541.673481;/sys/fs/cgroup/apps/app1;0;0;0
1745821541.673481;/sys/fs/cgroup/apps/app2;0;0;0
1745821541.673481;/sys/fs/cgroup/apps/app3;0;0;0
1745821541.673481;/sys/fs/cgroup/apps/app4;0;0;0
1745821541.673481;/sys/fs/cgroup/cache/cache1;0;0;0
1745821541.673481;/sys/fs/cgroup/system.slice/docker-0859663b97bfb0782872d1a5d393bd044511b24038b281a500989b8140002635.scope;7945573;756174848;35762176
1745821541.673481;/sys/fs/cgroup/system.slice/docker-7cf7223cefcf9366d5b0fd38adff1a107f7c2edb693d2449ebbbc15f98fd8868.scope;7345472;695803904;311296
1745821541.673481;/sys/fs/cgroup/system.slice/docker-a143a8c26af0fd0b670e6ee5bd4169ece60d12539058d4d04d474426184749e1.scope;7766698;695721984;212992
1745821541.673481;/sys/fs/cgroup/system.slice/docker-e70e7be90e00021faf79642a39b3f3ef76e6dad9944bc1d4b63cfa5abe70004b.scope;7354613;696446976;212992
1745821542.672103;#SYSTEM;11971541764;3032563712;303841280
1745821542.672103;/sys/fs/cgroup/apps/app1;0;0;0
1745821542.672103;/sys/fs/cgroup/apps/app2;0;0;0
1745821542.672103;/sys/fs/cgroup/apps/app3;0;0;0
1745821542.672103;/sys/fs/cgroup/apps/app4;0;0;0
1745821542.672103;/sys/fs/cgroup/cache/cache1;0;0;0
1745821542.672103;/sys/fs/cgroup/system.slice/docker-0859663b97bfb0782872d1a5d393bd044511b24038b281a500989b8140002635.scope;8381889;756174848;35762176
1745821542.672103;/sys/fs/cgroup/system.slice/docker-7cf7223cefcf9366d5b0fd38adff1a107f7c2edb693d2449ebbbc15f98fd8868.scope;9154879;695803904;450560
1745821542.672103;/sys/fs/cgroup/system.slice/docker-a143a8c26af0fd0b670e6ee5bd4169ece60d12539058d4d04d474426184749e1.scope;8029674;695721984;212992
1745821542.672103;/sys/fs/cgroup/system.slice/docker-e70e7be90e00021faf79642a39b3f3ef76e6dad9944bc1d4b63cfa5abe70004b.scope;8422235;696446976;212992
1745821543.671370;#SYSTEM;11965394094;3032870912;303865856
1745821543.671370;/sys/fs/cgroup/apps/app1;0;0;0
1745821543.671370;/sys/fs/cgroup/apps/app2;0;0;0
1745821543.671370;/sys/fs/cgroup/apps/app3;0;0;0
1745821543.671370;/sys/fs/cgroup/apps/app4;0;0;0
1745821543.671370;/sys/fs/cgroup/cache/cache1;0;0;0
1745821543.671370;/sys/fs/cgroup/system.slice/docker-0859663b97bfb0782872d1a5d393bd044511b24038b281a500989b8140002635.scope;7578542;756174848;35762176
1745821543.671370;/sys/fs/cgroup/system.slice/docker-7cf7223cefcf9366d5b0fd38adff1a107f7c2edb693d2449ebbbc15f98fd8868.scope;8385563;695803904;450560
1745821543.671370;/sys/fs/cgroup/system.slice/docker-a143a8c26af0fd0b670e6ee5bd4169ece60d12539058d4d04d474426184749e1.scope;8013906;695721984;212992
1745821543.671370;/sys/fs/cgroup/system.slice/docker-e70e7be90e00021faf79642a39b3f3ef76e6dad9944bc1d4b63cfa5abe70004b.scope;8315127;696446976;212992
1745821544.670584;#SYSTEM;11973607410;3031257088;303882240
1745821544.670584;/sys/fs/cgroup/apps/app1;0;0;0
1745821544.670584;/sys/fs/cgroup/apps/app2;0;0;0
1745821544.670584;/sys/fs/cgroup/apps/app3;0;0;0
1745821544.670584;/sys/fs/cgroup/apps/app4;0;0;0
1745821544.670584;/sys/fs/cgroup/cache/cache1;0;0;0
1745821544.670584;/sys/fs/cgroup/system.slice/docker-0859663b97bfb0782872d1a5d393bd044511b24038b281a500989b8140002635.scope;6711765;756174848;35762176
1745821544.670584;/sys/fs/cgroup/system.slice/docker-7cf7223cefcf9366d5b0fd38adff1a107f7c2edb693d2449ebbbc15f98fd8868.scope;7180498;695803904;450560
1745821544.670584;/sys/fs/cgroup/system.slice/docker-a143a8c26af0fd0b670e6ee5bd4169ece60d12539058d4d04d474426184749e1.scope;6605690;695721984;212992
1745821544.670584;/sys/fs/cgroup/system.slice/docker-e70e7be90e00021faf79642a39b3f3ef76e6dad9944bc1d4b63cfa5abe70004b.scope;6841611;696446976;212992
1745821545.669143;#SYSTEM;11966457411;3033792512;303898624
1745821545.669143;/sys/fs/cgroup/apps/app1;0;0;0
1745821545.669143;/sys/fs/cgroup/apps/app2;0;0;0
1745821545.669143;/sys/fs/cgroup/apps/app3;0;0;0
1745821545.669143;/sys/fs/cgroup/apps/app4;0;0;0
1745821545.669143;/sys/fs/cgroup/cache/cache1;0;0;0
1745821545.669143;/sys/fs/cgroup/system.slice/docker-0859663b97bfb0782872d1a5d393bd044511b24038b281a500989b8140002635.scope;9044833;756174848;35762176
1745821545.669143;/sys/fs/cgroup/system.slice/docker-7cf7223cefcf9366d5b0fd38adff1a107f7c2edb693d2449ebbbc15f98fd8868.scope;8599353;695803904;450560
1745821545.669143;/sys/fs/cgroup/system.slice/docker-a143a8c26af0fd0b670e6ee5bd4169ece60d12539058d4d04d474426184749e1.scope;8418354;695721984;212992
1745821545.669143;/sys/fs/cgroup/system.slice/docker-e70e7be90e00021faf79642a39b3f3ef76e6dad9944bc1d4b63cfa5abe70004b.scope;8737584;696446976;212992
1745821546.668342;#SYSTEM;11966751883;3033890816;303923200
1745821546.668342;/sys/fs/cgroup/apps/app1;0;0;0
1745821546.668342;/sys/fs/cgroup/apps/app2;0;0;0
1745821546.668342;/sys/fs/cgroup/apps/app3;0;0;0
1745821546.668342;/sys/fs/cgroup/apps/app4;0;0;0
1745821546.668342;/sys/fs/cgroup/cache/cache1;0;0;0
1745821546.668342;/sys/fs/cgroup/system.slice/docker-0859663b97bfb0782872d1a5d393bd044511b24038b281a500989b8140002635.scope;7640568;756174848;35762176
1745821546.668342;/sys/fs/cgroup/system.slice/docker-7cf7223cefcf9366d5b0fd38adff1a107f7c2edb693d2449ebbbc15f98fd8868.scope;7313335;695803904;450560
1745821546.668342;/sys/fs/cgroup/system.slice/docker-a143a8c26af0fd0b670e6ee5bd4169ece60d12539058d4d04d474426184749e1.scope;8239646;695721984;212992
1745821546.668342;/sys/fs/cgroup/system.slice/docker-e70e7be90e00021faf79642a39b3f3ef76e6dad9944bc1d4b63cfa5abe70004b.scope;8769175;696446976;221184
1745821547.666971;#SYSTEM;11967413208;3031871488;303976448
1745821547.666971;/sys/fs/cgroup/apps/app1;0;0;0
1745821547.666971;/sys/fs/cgroup/apps/app2;0;0;0
1745821547.666971;/sys/fs/cgroup/apps/app3;0;0;0
1745821547.666971;/sys/fs/cgroup/apps/app4;0;0;0
1745821547.666971;/sys/fs/cgroup/cache/cache1;0;0;0
1745821547.666971;/sys/fs/cgroup/system.slice/docker-0859663b97bfb0782872d1a5d393bd044511b24038b281a500989b8140002635.scope;6393645;756174848;35762176
1745821547.666971;/sys/fs/cgroup/system.slice/docker-7cf7223cefcf9366d5b0fd38adff1a107f7c2edb693d2449ebbbc15f98fd8868.scope;6946132;695803904;450560
1745821547.666971;/sys/fs/cgroup/system.slice/docker-a143a8c26af0fd0b670e6ee5bd4169ece60d12539058d4d04d474426184749e1.scope;6954268;695721984;212992
1745821547.666971;/sys/fs/cgroup/system.slice/docker-e70e7be90e00021faf79642a39b3f3ef76e6dad9944bc1d4b63cfa5abe70004b.scope;7248583;696446976;221184
1745821548.667809;#SYSTEM;11995444611;3033108480;303988736
1745821548.667809;/sys/fs/cgroup/apps/app1;0;0;0
1745821548.667809;/sys/fs/cgroup/apps/app2;0;0;0
1745821548.667809;/sys/fs/cgroup/apps/app3;0;0;0
1745821548.667809;/sys/fs/cgroup/apps/app4;0;0;0
1745821548.667809;/sys/fs/cgroup/cache/cache1;0;0;0
