HITS;MISSES;MEMORY
39;79;14.27
41;81;14.26
35;70;14.27
33;66;14.2
29;58;14.12
32;64;13.97
27;54;13.74
24;48;13.67
2;4;13.4
2;4;13.33
3;6;13.06
0;0;12.99
0;0;12.78
0;0;12.59
0;0;12.31
0;0;12.11
0;0;11.89
0;0;11.54
0;0;11.37
0;0;11.19
0;0;11.01
0;0;10.65
0;0;10.46
0;0;10.29
0;0;10.15
0;0;9.99
0;0;9.74
0;0;9.58
0;0;9.4
0;0;9.15
0;0;8.87
0;0;8.73
0;0;8.47
0;0;8.19
0;0;7.94
0;0;7.58
0;0;7.48
0;0;7.28
0;0;7.1
0;0;6.89
0;0;6.55
0;0;6.38
0;0;6.22
0;0;6.04
0;0;5.84
0;0;5.57
0;0;5.31
0;0;5.01
0;0;4.9
0;0;4.66
16;63;4.96
24;47;4.7
27;54;4.64
25;50;4.52
26;52;4.51
28;56;4.49
28;56;4.31
25;50;4.36
27;54;4.16
21;44;3.93
28;84;3.92
31;62;3.77
36;72;3.84
35;70;3.81
39;79;3.95
38;75;3.98
34;68;4.12
33;66;4.03
35;70;4.2
25;55;4.47
29;77;4.44
37;80;4.69
37;74;4.98
37;74;4.88
39;78;5.19
37;74;5.28
44;88;5.61
33;66;5.77
42;84;5.93
36;74;6.26
33;88;6.38
46;98;6.71
39;79;6.75
42;83;7.15
38;76;7.21
44;88;7.48
41;82;7.38
41;82;7.61
40;80;7.77
41;82;8.16
36;72;8.25
43;86;8.42
36;72;8.52
41;82;8.91
39;78;8.94
39;78;9.01
43;86;9.45
38;76;9.63
40;80;9.83
38;77;10.02
37;73;10.15
46;92;10.45
41;82;10.53
46;92;10.75
39;78;11.01
39;78;11.16
36;72;11.38
33;66;11.42
41;83;11.7
42;86;11.89
31;83;12.03
36;78;12.1
39;78;12.58
41;82;12.68
43;86;12.86
41;82;13.09
41;82;13.08
42;84;13.19
42;84;13.35
34;77;13.46
38;91;13.71
41;88;13.74
38;76;13.7
50;100;13.69
46;92;13.79
33;66;13.72
42;84;13.71
44;88;13.8
37;74;13.63
34;80;13.62
40;92;13.8
41;88;13.89
44;88;14.07
42;85;14.16
49;97;14.11
39;78;14.1
52;104;14.15
37;76;14.2
41;80;14.14
41;88;14.04
32;82;14.12
34;74;14.01
53;106;13.99
41;82;13.99
39;78;14.04
43;86;14.16
41;82;14.2
47;94;14.31
41;82;14.35
33;67;14.21
38;76;14.23
36;71;14.14
29;58;13.89
24;48;13.79
17;34;13.75
3;6;13.44
0;0;13.32
0;0;13.11
0;0;12.82
0;0;12.64
0;0;12.44
0;0;12.29
0;0;12.12
0;0;11.88
0;0;11.61
0;0;11.45
0;0;11.24
0;0;10.98
0;0;10.69
0;0;10.45
0;0;10.33
0;0;10.16
0;0;10.05
0;0;9.85
0;0;9.54
0;0;9.37
0;0;9.08
0;0;8.78
0;0;8.54
0;0;8.38
0;0;8.07
0;0;7.9
0;0;7.78
0;0;7.57
0;0;7.31
0;0;7.02
0;0;6.79
0;0;6.6
0;0;6.47
0;0;6.23
0;0;6.0
0;0;5.83
0;0;5.58
0;0;5.38
0;0;5.22
0;0;4.84
0;0;4.55
0;0;4.42
0;0;4.23
0;0;3.96
0;0;3.74
0;0;3.52
0;0;3.26
0;0;3.02
0;0;2.7
0;0;2.56
0;0;2.29
0;0;2.04
18;66;2.17
25;50;2.02
25;50;2.02
23;46;1.93
31;62;2.12
23;46;2.07
28;56;2.32
27;54;2.39
14;28;2.15
19;47;2.64
32;86;2.8
36;71;2.81
39;78;3.12
33;66;3.24
36;72;3.29
41;82;3.68
33;66;3.77
34;68;3.98
38;76;4.13
32;64;4.28
31;89;4.52
36;76;4.42
43;85;4.66
42;87;4.99
43;83;5.1
37;74;5.32
38;79;5.56
43;83;5.75
39;78;5.9
29;67;6.13
38;97;6.31
42;84;6.47
41;82;6.74
45;90;6.96
45;90;7.18
43;86;7.39
40;80;7.46
37;74;7.89
45;90;8.01
36;72;8.1
47;94;8.52
35;71;8.54
45;89;8.7
39;78;8.98
44;90;9.31
47;93;9.53
41;81;9.52
46;92;9.67
42;84;10.07
38;77;10.18
40;80;10.34
38;75;10.51
38;76;10.7
32;64;10.81
40;80;11.04
41;82;11.39
50;100;11.66
43;86;11.79
38;77;11.86
37;85;12.13
37;89;12.26
43;89;12.65
37;74;12.74
40;80;12.91
37;75;13.06
39;77;13.13
50;100;13.41
43;86;13.63
45;90;13.78
41;88;13.93
37;91;14.13
37;81;14.09
40;80;14.21
37;74;14.14
43;86;14.23
45;90;14.17
43;86;14.24
44;88;14.09
41;82;14.1
40;95;14.05
40;86;14.1
36;81;14.13
42;86;14.36
44;87;14.31
42;83;14.52
46;92;14.54
43;87;14.63
41;81;14.56
40;80;14.6
36;87;14.6
40;95;14.47
50;100;14.43
38;76;14.19
46;92;14.23
29;58;14.27
44;88;14.19
41;82;14.26
44;88;14.31
42;84;14.4
41;82;14.59
30;60;14.43
21;42;14.3
15;30;14.1
7;14;13.89
2;4;13.57
0;0;13.33
0;0;13.11
0;0;12.88
0;0;12.67
0;0;12.41
0;0;12.09
0;0;11.94
0;0;11.69
0;0;11.48
0;0;11.35
0;0;11.28
0;0;11.03
0;0;10.85
0;0;10.5
0;0;10.3
0;0;10.07
0;0;9.94
0;0;9.58
0;0;9.29
0;0;9.09
0;0;8.92
0;0;8.7
0;0;8.52
0;0;8.38
0;0;8.16
0;0;7.94
0;0;7.53
0;0;7.36
0;0;7.17
0;0;6.97
0;0;6.81
0;0;6.59
0;0;6.27
0;0;6.07
0;0;5.84
0;0;5.68
0;0;5.33
0;0;5.17
0;0;4.98
0;0;4.63
0;0;4.41
0;0;4.25
0;0;4.08
0;0;3.91
0;0;3.55
0;0;3.4
0;0;2.96
0;0;2.82
0;0;2.56
0;0;2.34
0;0;2.18
0;0;1.93
0;0;1.74
0;0;1.54
0;0;1.34
0;0;1.2
0;0;1.12
0;0;1.08
0;0;1.08
0;0;1.07
0;0;1.07
0;0;1.07
0;0;1.07
0;0;1.07
0;0;1.07
0;0;1.07
0;0;1.07
0;0;1.07
0;0;1.07
0;0;1.07
0;0;1.07
0;0;1.07
0;0;1.07
0;0;1.07
0;0;1.07
0;0;1.07
0;0;1.07
0;0;1.07
0;0;1.07
0;0;1.07
0;0;1.07
0;0;1.07
0;0;1.07
0;0;1.07
0;0;1.07
0;0;1.07
0;0;1.07
0;0;1.07
0;0;1.07
0;0;1.07
0;0;1.07
0;0;1.07
0;0;1.07
0;58;2.79
4;87;4.84
2;59;6.28
283;49;7.47
631;73;8.96
708;56;10.02
702;52;11.1
714;48;12.04
710;50;12.89
734;33;13.47
396;118;16.22
190;67;17.76
158;59;19.28
622;35;20.03
728;20;20.39
712;35;20.98
730;29;21.58
708;32;22.16
732;20;22.5
722;32;23.08
544;133;26.02
332;76;27.67
420;56;29.14
734;25;29.78
714;24;29.99
722;32;29.98
739;9;29.97
720;26;29.98
730;21;29.97
719;28;29.98
610;114;29.98
481;79;29.97
492;64;30.0
716;35;29.99
715;28;29.87
718;33;29.9
706;50;29.96
708;34;29.96
712;38;29.87
697;51;29.97
709;40;29.97
699;43;29.92
704;38;29.85
695;55;29.98
699;47;29.97
727;34;29.96
698;53;29.97
695;36;29.97
714;33;29.97
713;35;29.98
712;42;29.97
717;27;29.99
709;30;30.0
708;43;29.98
709;41;30.0
698;43;29.97
708;41;29.99
695;61;29.97
709;41;29.95
716;26;30.0
657;81;29.98
620;104;29.98
463;76;29.86
490;79;29.99
614;41;29.97
722;37;29.99
679;51;29.78
707;49;29.81
720;33;29.92
692;53;29.94
642;91;29.84
603;85;29.9
580;70;29.87
621;51;29.98
722;33;29.96
705;53;30.0
703;47;29.98
705;39;29.98
713;29;29.99
711;47;30.0
631;84;29.9
616;84;29.98
593;69;29.94
637;66;29.96
705;39;29.99
724;28;30.0
686;55;29.96
717;38;30.0
716;32;29.98
687;62;29.93
651;78;29.97
624;85;29.98
439;65;29.99
713;45;29.98
680;42;29.99
709;51;29.84
709;39;29.89
711;35;29.81
711;54;29.83
706;24;29.98
721;25;29.85
723;25;29.92
712;40;29.99
698;39;29.95
715;32;29.96
736;21;29.99
724;23;29.99
708;29;29.9
734;24;29.96
696;41;29.99
738;20;29.96
716;30;29.96
721;25;29.97
719;27;29.98
723;41;29.97
725;24;29.98
706;40;30.0
728;18;29.94
727;26;29.97
721;23;29.99
700;45;29.98
725;35;29.87
669;48;29.98
675;34;29.96
676;46;29.97
711;28;29.98
727;37;29.97
738;18;29.75
730;24;29.81
707;25;29.82
710;29;29.68
701;27;29.72
671;16;29.72
706;21;29.57
730;17;29.76
718;18;29.75
346;12;29.26
0;0;29.1
0;0;29.04
0;0;28.81
0;0;28.71
0;0;28.2
0;0;27.62
0;0;26.28
0;0;25.49
0;0;24.95
0;0;24.57
0;0;24.52
0;0;24.42
0;0;24.19
0;0;23.76
0;0;22.95
0;0;22.45
0;0;21.29
0;0;20.78
0;0;20.08
0;0;19.8
0;0;19.54
0;0;19.15
0;0;18.81
0;0;18.46
0;0;18.32
0;0;17.99
0;0;17.67
0;0;17.25
0;0;16.84
0;0;16.53
0;0;16.37
0;0;16.02
0;0;15.26
0;0;15.05
0;0;14.58
0;0;14.15
0;0;13.76
0;0;13.1
0;0;12.53
0;0;11.81
0;0;11.46
0;0;11.13
0;0;10.4
0;0;9.44
0;0;8.48
0;0;7.54
0;0;6.72
0;0;6.15
0;0;5.18
0;0;4.54
0;0;4.16
0;0;3.74
0;0;3.17
0;0;2.48
0;0;2.14
0;0;1.82
0;0;1.51
0;0;1.13
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
