HITS;MISSES;MEMORY
98;0;4.54
124;1;4.54
129;0;4.42
89;1;4.46
90;0;4.7
96;0;4.7
85;0;4.58
108;0;4.54
103;0;4.5
78;0;4.39
92;0;4.66
49;0;4.23
41;0;3.88
15;1;3.33
5;1;3.09
6;0;3.04
6;0;3.08
5;0;3.12
4;0;2.95
0;0;2.79
0;0;2.79
0;0;2.78
0;0;2.78
0;0;2.78
0;0;2.77
0;0;2.77
0;0;2.77
0;0;2.76
0;0;2.76
0;0;2.76
0;0;2.76
0;0;2.76
0;0;2.75
0;0;2.75
0;0;2.75
0;0;2.75
0;0;2.74
0;0;2.74
0;0;2.74
0;0;2.73
0;0;2.73
0;0;2.73
0;0;2.72
0;0;2.72
0;0;2.71
0;0;2.71
0;0;2.71
0;0;2.7
0;0;2.7
0;0;2.69
0;0;2.69
0;0;2.68
0;0;2.68
0;0;2.66
0;0;2.65
0;0;2.63
0;0;2.62
0;0;2.6
0;0;2.58
0;0;2.55
0;0;2.53
0;0;2.5
0;0;2.47
0;0;2.44
0;0;2.4
0;0;2.38
0;0;2.32
0;0;2.28
0;0;2.23
0;0;2.17
0;0;2.12
0;0;2.09
0;0;2.07
0;0;2.05
0;10;2.4
52;12;3.49
56;0;3.4
68;0;3.71
77;0;3.86
75;0;3.64
76;0;3.78
68;0;3.94
68;0;4.03
77;0;4.02
67;4;3.91
88;10;3.88
86;0;4.1
101;0;4.13
96;0;4.26
108;0;4.28
87;0;4.22
77;0;4.34
101;0;4.16
87;0;4.29
85;3;4.26
90;8;4.29
111;2;4.34
103;0;4.28
101;0;4.36
112;0;4.45
85;0;4.41
91;0;4.49
103;0;4.39
94;0;4.54
104;2;4.4
124;9;4.57
97;0;4.42
123;1;4.62
97;0;4.55
93;0;4.67
128;0;4.52
121;0;4.44
115;0;4.49
96;0;4.53
109;0;4.53
98;0;4.41
108;0;4.49
83;0;4.37
127;0;4.49
100;0;4.45
117;0;4.49
95;0;4.57
101;0;4.46
112;0;4.65
109;0;4.54
103;0;4.42
115;0;4.46
96;0;4.46
115;0;4.46
116;0;4.46
110;0;4.46
122;0;4.54
100;0;4.54
98;0;4.46
119;5;4.54
89;2;4.46
92;3;4.61
118;1;4.5
109;0;4.5
116;0;4.5
124;0;4.54
107;0;4.58
122;0;4.5
96;0;4.46
98;0;4.62
123;5;4.58
77;3;4.46
87;2;4.54
101;1;4.35
96;0;4.31
116;0;4.35
93;0;4.27
107;0;4.46
121;0;4.39
107;0;4.46
86;5;4.46
99;2;4.42
105;2;4.5
100;1;4.31
123;0;4.42
116;0;4.39
100;0;4.39
102;0;4.54
97;0;4.39
91;5;4.27
98;3;4.58
108;1;4.42
117;0;4.42
111;1;4.27
110;0;4.27
133;0;4.31
94;0;4.23
124;0;4.46
142;0;4.39
103;0;4.5
107;0;4.46
114;0;4.31
106;0;4.46
92;0;4.15
104;0;4.39
113;0;4.35
118;0;4.35
89;0;4.35
107;0;4.62
113;0;4.66
112;0;4.62
96;0;4.15
122;0;4.27
90;0;4.31
97;0;4.15
95;0;4.31
68;0;4.19
48;0;3.76
20;0;3.25
4;2;2.9
6;0;2.97
6;0;3.04
6;0;3.08
3;0;2.88
0;0;2.8
0;0;2.79
0;0;2.79
0;0;2.79
0;0;2.78
0;0;2.78
0;0;2.77
0;0;2.77
0;0;2.77
0;0;2.77
0;0;2.76
0;0;2.76
0;0;2.76
0;0;2.76
0;0;2.76
0;0;2.75
0;0;2.75
0;0;2.75
0;0;2.74
0;0;2.74
0;0;2.74
0;0;2.74
0;0;2.73
0;0;2.73
0;0;2.73
0;0;2.72
0;0;2.72
0;0;2.71
0;0;2.71
0;0;2.7
0;0;2.69
0;0;2.68
0;0;2.67
0;0;2.67
0;0;2.66
0;0;2.65
0;0;2.63
0;0;2.62
0;0;2.6
0;0;2.59
0;0;2.58
0;0;2.56
0;0;2.53
0;0;2.5
0;0;2.47
0;0;2.44
0;0;2.38
0;0;2.34
0;0;2.3
0;0;2.24
0;0;2.19
0;0;2.15
0;0;2.09
0;0;2.07
34;21;3.64
71;0;3.83
68;0;3.91
73;0;3.83
73;0;3.82
63;0;3.77
68;0;3.95
77;0;4.02
73;0;4.01
75;0;4.03
54;10;3.8
63;7;4.3
88;0;4.29
99;0;4.32
79;0;4.26
92;0;4.31
114;0;4.14
88;0;4.0
91;0;4.25
100;3;4.06
89;6;4.28
108;4;4.18
94;0;4.3
110;0;4.32
108;0;4.41
113;0;4.54
99;0;4.47
115;0;4.55
100;0;4.4
96;0;4.48
120;6;4.46
108;2;4.46
122;2;4.55
116;0;4.47
122;0;4.48
116;0;4.52
125;0;4.48
100;0;4.33
100;0;4.25
122;0;4.37
136;0;4.33
101;0;4.26
126;0;4.61
112;0;4.18
121;0;4.34
121;0;4.38
102;0;4.45
112;0;4.34
130;0;4.53
104;0;4.42
125;0;4.54
96;0;4.34
115;0;4.54
82;0;4.38
112;0;4.54
114;0;4.58
133;0;4.34
120;0;4.38
97;0;4.27
105;1;4.42
89;7;4.3
93;2;4.15
110;1;4.38
106;0;4.42
117;0;4.42
103;0;4.46
125;0;4.54
123;0;4.58
118;0;4.31
117;0;4.42
115;4;4.62
98;4;4.5
108;2;4.54
101;0;4.23
118;0;4.38
126;0;4.38
107;0;4.35
99;0;4.38
108;0;4.39
97;0;4.27
108;6;4.35
108;3;4.39
96;1;4.31
112;0;4.15
124;0;4.46
113;0;4.35
119;0;4.58
107;0;4.58
93;0;4.39
100;0;4.35
101;5;4.39
148;3;4.58
103;2;4.5
100;0;4.46
125;0;4.46
98;0;4.46
106;0;4.19
145;0;4.19
121;0;4.35
114;0;4.39
98;0;4.35
111;0;4.46
115;0;4.5
117;0;4.62
133;0;4.46
107;0;4.58
139;0;4.38
114;0;4.46
101;0;4.42
109;0;4.31
94;0;4.31
102;0;4.38
85;0;4.27
58;0;3.68
22;0;3.17
6;0;3.1
5;0;3.02
4;0;2.94
6;0;2.9
3;0;2.86
0;0;2.81
0;0;2.81
0;0;2.81
0;0;2.78
0;0;2.78
0;0;2.77
0;0;2.77
0;0;2.77
0;0;2.76
0;0;2.76
0;0;2.75
0;0;2.75
0;0;2.75
0;0;2.75
0;0;2.75
0;0;2.74
0;0;2.74
0;0;2.74
0;0;2.74
0;0;2.73
1015;1573;4.71
2654;2241;6.62
1279;1957;8.38
7337;1048;9.67
23468;1283;11.3
34074;1719;12.96
34769;1510;14.38
35298;827;15.17
34749;815;15.95
35517;673;16.44
21546;1107;17.52
9028;1182;18.91
5961;623;19.36
23818;506;20.09
36019;512;20.67
36355;454;21.1
36294;517;21.6
36191;227;21.82
36441;379;22.19
36264;295;22.47
26904;697;23.17
11163;597;23.59
10098;486;24.22
18454;298;24.52
34155;218;24.73
36910;74;24.76
36232;179;24.93
36761;268;25.0
36191;172;25.0
36530;148;25.0
30146;571;25.0
16219;512;25.0
11371;391;24.92
13507;345;25.0
26921;445;25.0
31592;288;25.0
36293;349;25.0
34142;235;25.0
36295;286;25.0
36237;296;25.0
35458;431;25.0
32954;359;25.0
35636;288;25.0
35271;275;25.0
32474;261;25.0
36201;246;25.0
35479;304;25.0
33737;242;25.0
34826;235;25.0
34480;172;25.0
33888;339;25.0
34303;349;25.0
33656;250;25.0
34654;343;25.0
35474;334;25.0
34506;248;25.0
36392;257;25.0
36433;167;25.0
33260;252;25.0
33643;419;25.0
33867;1536;25.0
21420;1197;25.0
19077;1190;25.0
18160;1284;25.0
20399;1407;25.0
25834;1490;25.0
26179;1116;25.0
31272;912;25.0
28676;631;25.0
35533;570;25.0
30859;880;25.0
24708;829;25.0
19161;697;25.0
18682;605;25.0
20722;567;25.0
31131;459;25.0
31796;577;25.0
30774;404;25.0
36469;463;25.0
35453;533;25.0
29867;557;25.0
25151;528;25.0
20369;507;25.0
16568;328;25.0
24671;485;25.0
35025;488;25.0
36783;330;25.0
35304;450;25.0
32789;253;25.0
37185;348;25.0
31421;458;25.0
32986;583;25.0
17835;447;25.0
16611;325;25.0
31206;335;25.0
30280;318;25.0
36443;388;25.0
33489;399;24.92
34989;455;24.98
32173;302;25.0
34912;405;25.0
32361;398;25.0
31900;408;25.0
36419;383;25.0
35128;329;25.0
35958;330;25.0
36108;335;25.0
36358;315;25.0
33729;302;25.0
34441;252;25.0
33039;276;24.84
30048;294;25.0
32762;308;24.99
32684;288;25.0
34371;282;25.0
35493;343;25.0
31677;293;25.0
37276;278;25.0
35811;210;25.0
34573;575;25.0
35049;1154;25.0
30173;955;25.0
29908;743;25.0
21598;675;25.0
24459;1155;24.77
24910;880;24.87
29814;1032;24.9
28113;569;24.98
29994;542;24.98
36723;533;25.0
34307;543;25.0
33167;691;25.0
28295;490;25.0
30900;404;25.0
26987;489;25.0
32595;340;25.0
34810;409;25.0
33007;405;25.0
34307;278;25.0
35944;367;25.0
29420;431;24.76
34692;469;24.86
30168;315;24.94
21320;365;24.98
19833;351;24.8
29729;294;25.0
36497;364;25.0
36264;377;25.0
34241;204;24.94
33807;318;25.0
31631;404;25.0
31615;346;25.0
21095;253;25.0
24044;261;25.0
29716;231;25.0
18803;156;24.9
15542;92;24.66
0;0;24.1
0;0;24.08
0;0;24.06
0;0;24.02
0;0;24.0
0;0;23.97
0;0;23.9
0;0;23.88
0;0;23.81
0;0;23.74
0;0;23.62
0;0;23.55
0;0;23.39
0;0;23.22
0;0;23.1
0;0;22.95
0;0;22.79
0;0;22.4
0;0;22.09
0;0;21.79
0;0;21.46
0;0;21.14
0;0;20.24
0;0;19.01
0;0;18.43
0;0;17.9
0;0;17.2
0;0;16.1
0;0;14.9
0;0;13.87
0;0;13.19
0;0;12.88
0;0;12.37
0;0;11.9
0;0;11.49
0;0;10.77
0;0;10.3
0;0;9.71
0;0;9.44
0;0;9.19
0;0;8.79
0;0;8.36
0;0;7.87
0;0;7.52
0;0;7.07
0;0;6.48
0;0;6.26
0;0;4.67
0;0;3.87
0;0;3.63
