TIMESTAMP;CGROUP;PERF_COUNT_SW_CPU_CLOCK;MEMORY_ANON;MEMORY_FILE
1745306089.931671;#SYSTEM;717123228;3035496448;269811712
1745306089.931671;/sys/fs/cgroup/apps/app1;0;0;16384
1745306089.931671;/sys/fs/cgroup/apps/app2;0;0;0
1745306089.931671;/sys/fs/cgroup/apps/app3;0;0;12288
1745306089.931671;/sys/fs/cgroup/apps/app4;0;0;0
1745306089.931671;/sys/fs/cgroup/cache/cache1;0;0;0
1745306089.931671;/sys/fs/cgroup/system.slice/docker-0859663b97bfb0782872d1a5d393bd044511b24038b281a500989b8140002635.scope;411139;756137984;35614720
1745306089.931671;/sys/fs/cgroup/system.slice/docker-7cf7223cefcf9366d5b0fd38adff1a107f7c2edb693d2449ebbbc15f98fd8868.scope;397074;695746560;311296
1745306089.931671;/sys/fs/cgroup/system.slice/docker-a143a8c26af0fd0b670e6ee5bd4169ece60d12539058d4d04d474426184749e1.scope;508582;695701504;212992
1745306089.931671;/sys/fs/cgroup/system.slice/docker-e70e7be90e00021faf79642a39b3f3ef76e6dad9944bc1d4b63cfa5abe70004b.scope;326639;696442880;212992
1745306090.930856;#SYSTEM;11968773525;3039760384;272650240
1745306090.930856;/sys/fs/cgroup/apps/app1;0;0;16384
1745306090.930856;/sys/fs/cgroup/apps/app2;0;0;0
1745306090.930856;/sys/fs/cgroup/apps/app3;0;0;12288
1745306090.930856;/sys/fs/cgroup/apps/app4;0;0;0
1745306090.930856;/sys/fs/cgroup/cache/cache1;0;0;0
1745306090.930856;/sys/fs/cgroup/system.slice/docker-0859663b97bfb0782872d1a5d393bd044511b24038b281a500989b8140002635.scope;7222012;756137984;35614720
1745306090.930856;/sys/fs/cgroup/system.slice/docker-7cf7223cefcf9366d5b0fd38adff1a107f7c2edb693d2449ebbbc15f98fd8868.scope;6986070;695746560;311296
1745306090.930856;/sys/fs/cgroup/system.slice/docker-a143a8c26af0fd0b670e6ee5bd4169ece60d12539058d4d04d474426184749e1.scope;7461061;695701504;212992
1745306090.930856;/sys/fs/cgroup/system.slice/docker-e70e7be90e00021faf79642a39b3f3ef76e6dad9944bc1d4b63cfa5abe70004b.scope;6936670;696442880;212992
1745306091.929933;#SYSTEM;11974320301;3077603328;290115584
1745306091.929933;/sys/fs/cgroup/apps/app1;0;0;16384
1745306091.929933;/sys/fs/cgroup/apps/app2;0;0;0
1745306091.929933;/sys/fs/cgroup/apps/app3;0;0;12288
1745306091.929933;/sys/fs/cgroup/apps/app4;0;0;0
1745306091.929933;/sys/fs/cgroup/cache/cache1;0;0;0
1745306091.929933;/sys/fs/cgroup/system.slice/docker-0859663b97bfb0782872d1a5d393bd044511b24038b281a500989b8140002635.scope;6473031;756137984;35614720
1745306091.929933;/sys/fs/cgroup/system.slice/docker-7cf7223cefcf9366d5b0fd38adff1a107f7c2edb693d2449ebbbc15f98fd8868.scope;6832508;695746560;311296
1745306091.929933;/sys/fs/cgroup/system.slice/docker-a143a8c26af0fd0b670e6ee5bd4169ece60d12539058d4d04d474426184749e1.scope;7103368;695701504;212992
1745306091.929933;/sys/fs/cgroup/system.slice/docker-e70e7be90e00021faf79642a39b3f3ef76e6dad9944bc1d4b63cfa5abe70004b.scope;7041755;696442880;212992
1745306092.932093;#SYSTEM;12004781457;3080069120;293347328
1745306092.932093;/sys/fs/cgroup/apps/app1;0;0;16384
1745306092.932093;/sys/fs/cgroup/apps/app2;0;0;0
1745306092.932093;/sys/fs/cgroup/apps/app3;0;0;12288
1745306092.932093;/sys/fs/cgroup/apps/app4;0;0;0
1745306092.932093;/sys/fs/cgroup/cache/cache1;0;0;0
1745306092.932093;/sys/fs/cgroup/system.slice/docker-0859663b97bfb0782872d1a5d393bd044511b24038b281a500989b8140002635.scope;8327349;756137984;35762176
1745306092.932093;/sys/fs/cgroup/system.slice/docker-7cf7223cefcf9366d5b0fd38adff1a107f7c2edb693d2449ebbbc15f98fd8868.scope;7425832;695746560;311296
1745306092.932093;/sys/fs/cgroup/system.slice/docker-a143a8c26af0fd0b670e6ee5bd4169ece60d12539058d4d04d474426184749e1.scope;7780294;695701504;212992
