HITS;MISSES;MEMORY
21;42;14.08
30;60;14.21
29;58;14.02
37;74;14.24
27;55;13.94
16;31;13.92
12;24;13.55
12;24;13.49
12;25;13.44
9;18;13.22
8;15;13.06
2;4;12.69
3;6;12.39
1;2;12.26
0;0;12.07
0;0;11.8
0;0;11.53
0;0;11.31
0;0;11.08
0;0;10.85
0;0;10.62
0;0;10.54
0;0;10.42
18;66;10.39
20;40;10.4
26;52;10.27
27;54;10.38
24;48;10.13
28;56;10.24
27;54;9.98
24;48;9.89
28;56;9.68
20;49;9.78
28;77;9.6
38;76;9.78
37;75;9.75
34;67;9.63
33;66;9.59
34;69;9.63
31;62;9.34
37;74;9.3
30;59;9.22
27;58;9.3
34;94;9.21
36;72;9.24
43;86;9.18
35;70;9.2
31;62;8.97
42;84;9.09
39;78;9.18
35;70;9.13
44;88;9.41
29;61;9.08
40;101;9.15
33;72;9.07
46;92;9.16
40;80;8.93
46;92;9.04
39;78;8.92
38;76;8.94
33;66;9.01
38;75;9.06
38;77;9.02
43;86;9.31
39;78;9.17
46;92;9.43
39;80;9.5
39;76;9.6
38;76;9.71
35;70;9.89
43;86;9.97
43;86;10.18
43;86;10.32
37;74;10.32
46;93;10.66
40;80;10.66
43;85;10.84
46;92;11.09
39;78;11.15
45;90;11.43
39;78;11.49
43;86;11.82
35;82;12.0
38;88;12.18
40;86;12.32
41;82;12.58
39;81;12.76
46;89;12.96
39;78;12.92
44;89;13.3
33;66;13.28
46;91;13.51
48;111;13.73
32;73;13.7
42;87;13.75
38;80;13.89
35;69;13.95
43;86;14.1
45;90;14.0
33;66;13.87
48;96;13.97
39;78;13.94
42;93;14.13
32;82;14.08
37;77;13.85
40;80;14.13
48;97;14.2
49;97;14.24
42;85;14.27
47;93;14.24
42;84;14.34
46;92;14.54
35;79;14.46
36;84;14.53
51;111;14.49
36;72;14.62
56;112;14.68
38;77;14.54
47;93;14.36
35;70;14.35
43;86;14.46
44;88;14.31
36;72;14.33
33;66;14.31
34;68;14.41
33;66;14.19
10;20;13.91
7;14;13.83
1;2;13.69
0;0;13.58
0;0;13.24
0;0;13.01
0;0;12.62
0;0;12.5
0;0;12.3
0;0;12.04
0;0;11.83
0;0;11.52
21;42;11.6
21;42;11.69
29;58;11.6
23;46;11.48
19;59;11.29
22;53;11.2
27;54;11.32
25;50;11.15
24;48;10.8
14;29;10.7
35;69;10.68
33;66;10.58
37;74;10.71
38;76;10.64
26;67;10.66
35;82;10.78
35;73;10.49
30;60;10.34
39;78;10.62
36;75;10.51
39;75;10.38
37;74;10.39
36;72;10.6
39;78;10.65
35;82;10.4
39;93;10.42
37;81;10.76
37;71;10.44
42;83;10.62
29;62;10.39
44;84;10.52
37;74;10.3
42;84;10.22
43;86;10.32
42;90;10.39
33;69;10.4
40;93;10.46
37;79;10.39
46;96;10.5
38;75;10.24
40;80;10.2
41;82;9.98
36;72;10.02
40;82;10.25
37;72;10.19
49;98;10.31
48;96;10.28
38;76;10.29
32;64;10.28
35;71;10.53
42;84;10.61
46;91;10.7
43;86;11.0
37;74;10.98
51;102;11.23
50;100;11.32
34;68;11.46
42;84;11.74
44;90;11.94
47;92;12.18
38;77;12.38
39;77;12.56
43;86;12.66
44;89;12.86
40;100;13.1
35;73;13.28
49;98;13.51
50;100;13.57
45;93;13.6
42;84;13.71
36;72;13.9
38;78;13.96
47;92;14.15
39;81;14.16
42;99;14.27
37;80;14.06
41;85;13.96
43;92;14.09
46;89;14.06
44;88;14.22
41;82;14.2
43;86;14.27
39;78;14.22
40;83;14.42
40;89;14.37
33;81;14.43
41;85;14.52
37;74;14.58
40;80;14.63
39;78;14.39
43;86;14.39
42;84;14.48
41;82;14.48
40;80;14.35
45;96;14.58
42;93;14.61
36;81;14.64
38;82;14.39
34;68;14.24
36;72;14.43
30;60;14.3
33;66;14.24
23;47;14.39
17;34;14.17
13;25;13.89
4;8;13.62
0;0;13.48
0;0;13.21
0;0;12.98
0;0;12.61
0;0;12.45
0;0;12.21
0;0;12.08
0;0;11.83
0;0;11.53
0;0;11.34
0;0;11.2
0;0;11.02
0;0;10.7
0;0;10.48
0;0;10.23
0;0;9.99
0;51;11.44
0;89;13.3
6;64;14.77
240;61;15.0
610;39;15.0
710;34;15.0
696;51;15.0
710;50;14.99
698;58;15.0
716;37;14.99
482;111;15.0
190;79;14.95
156;64;14.81
581;50;14.9
687;57;14.95
674;75;14.93
593;93;14.99
510;78;14.93
643;64;14.97
665;80;14.95
398;151;14.98
112;97;14.97
81;71;14.98
72;92;14.97
53;91;14.96
66;108;14.99
66;96;14.95
63;78;14.98
98;74;14.99
70;94;14.96
74;126;14.98
28;121;15.0
20;77;14.97
19;94;15.0
18;83;14.97
12;86;14.98
20;70;14.97
20;77;14.99
23;110;14.97
15;94;14.97
29;93;14.96
32;96;14.87
28;111;14.97
29;102;14.96
15;100;14.97
16;92;14.98
16;78;14.96
23;93;14.96
15;99;14.98
20;72;15.0
8;96;14.96
27;98;14.99
27;86;14.99
19;82;14.98
5;100;14.96
31;87;15.0
13;99;14.98
22;90;14.96
27;93;15.0
26;101;14.95
24;83;14.95
33;111;15.0
35;103;14.96
45;98;14.98
58;88;14.97
40;84;14.97
23;92;14.99
32;97;14.98
42;100;14.96
31;83;14.97
29;99;14.99
39;85;14.98
38;93;14.98
33;87;14.95
29;87;14.97
75;113;14.98
26;115;15.0
21;86;14.99
22;76;15.0
42;77;14.97
64;107;14.9
61;85;15.0
40;92;14.99
35;95;14.95
75;108;14.99
44;86;14.97
64;97;14.97
119;93;14.96
104;110;15.0
81;92;14.98
43;77;14.97
102;97;14.95
73;69;14.96
64;71;14.93
73;81;14.95
68;93;14.96
44;78;14.95
66;68;14.99
109;90;14.98
45;91;14.99
58;96;14.96
32;94;14.96
57;84;14.97
32;90;14.97
38;80;14.99
20;89;14.97
39;99;14.95
89;109;14.97
55;97;15.0
55;84;14.99
33;103;14.97
68;91;14.99
103;98;14.98
49;98;14.87
97;98;14.95
100;89;14.94
66;95;15.0
37;88;14.97
24;78;14.99
27;103;14.99
83;109;14.97
107;94;14.95
57;78;14.96
33;97;15.0
23;95;14.98
57;76;14.99
67;85;14.97
45;125;14.96
48;83;14.98
126;106;15.0
120;77;14.99
75;76;14.97
111;61;14.96
49;84;14.97
49;99;14.97
13;81;14.95
68;89;14.98
76;110;14.98
84;82;14.98
33;83;14.98
20;80;15.0
35;81;14.98
60;92;14.94
39;75;14.89
30;94;14.98
40;83;14.96
12;95;14.94
44;86;14.97
59;85;15.0
51;101;14.94
74;79;14.97
59;102;14.95
66;82;14.95
65;95;14.98
49;86;14.98
33;67;14.97
67;99;14.97
136;100;14.98
63;74;14.97
97;97;14.98
28;79;14.96
51;90;14.98
29;82;14.96
27;103;14.96
43;99;14.95
53;93;14.99
54;86;14.98
37;102;14.97
26;89;14.98
34;89;14.98
86;90;14.99
40;96;14.98
48;97;14.98
38;87;14.96
37;90;14.85
35;106;14.84
45;126;14.96
52;78;14.85
67;78;14.94
95;108;14.91
45;75;14.94
36;86;14.98
56;89;14.93
93;101;14.94
69;86;14.94
35;82;14.86
84;85;14.99
46;102;14.96
46;74;14.9
83;80;14.97
55;95;14.95
37;98;14.97
25;98;14.98
46;93;14.96
65;92;14.96
101;112;14.96
74;80;15.0
77;78;14.99
40;78;14.97
25;91;14.91
37;98;14.95
57;102;14.96
40;83;14.95
63;82;14.99
51;76;14.96
102;108;14.99
64;76;14.96
86;101;14.99
27;89;14.97
38;83;14.96
54;77;14.96
64;109;14.97
66;90;14.98
42;83;14.86
62;87;14.9
53;87;14.94
32;120;15.0
14;82;14.96
27;89;14.96
37;99;14.99
12;81;14.98
29;79;15.0
16;102;14.95
20;113;14.96
27;93;14.98
34;95;14.96
32;96;15.0
42;83;14.95
42;81;14.96
25;108;14.98
36;81;14.97
38;83;14.96
35;101;15.0
19;84;14.96
36;88;14.96
34;106;14.98
59;94;14.98
28;114;15.0
31;100;14.97
30;80;15.0
47;74;14.96
18;101;14.99
13;89;14.99
28;107;15.0
30;97;14.92
29;102;14.99
58;93;14.96
36;80;14.86
34;90;15.0
44;84;14.99
36;97;14.99
50;94;15.0
27;108;15.0
29;96;14.97
23;102;14.96
17;96;14.99
24;85;14.98
6;75;15.0
31;105;14.95
20;107;14.98
17;99;14.97
18;93;15.0
13;91;14.96
16;92;14.99
20;92;14.97
20;91;14.96
15;88;14.98
17;108;14.97
14;79;14.99
10;92;14.96
20;93;14.99
28;95;14.97
24;104;14.97
10;89;14.97
17;83;14.97
19;102;14.95
30;73;14.92
19;86;14.98
48;110;14.96
38;95;14.99
22;124;14.98
17;90;14.86
16;90;14.99
20;95;14.96
8;87;14.98
15;80;15.0
14;93;14.98
16;86;14.91
23;93;15.0
22;102;14.98
32;105;15.0
48;93;14.97
20;85;14.97
39;92;14.96
48;109;14.97
27;89;14.99
25;93;14.96
12;92;15.0
18;85;14.99
38;86;14.98
32;87;14.98
31;94;14.96
21;111;14.98
21;81;14.95
30;95;14.96
13;84;15.0
13;75;14.96
56;107;14.97
45;92;14.8
61;91;14.95
86;86;14.94
79;80;14.95
38;93;14.95
57;76;14.96
56;78;14.95
196;85;14.98
34;85;14.92
79;92;14.97
28;93;14.94
42;79;14.89
71;92;14.96
107;81;14.98
77;88;14.97
81;79;14.97
50;80;14.98
61;110;14.99
27;94;14.98
55;84;14.96
92;92;14.99
82;90;15.0
25;70;14.99
66;89;14.96
53;96;14.99
56;96;14.99
64;94;14.99
55;118;14.99
68;83;14.97
44;95;14.98
117;86;14.96
36;85;14.97
33;89;14.91
76;80;14.97
41;85;14.91
51;93;14.96
47;85;14.91
28;93;14.97
23;97;14.99
29;97;15.0
41;120;14.96
44;86;14.92
43;79;14.87
57;80;14.97
36;97;14.98
38;86;14.95
66;88;14.96
71;103;14.96
25;90;14.98
46;84;14.97
46;81;14.95
51;102;15.0
67;86;14.99
68;93;14.97
42;85;15.0
28;92;14.98
41;98;14.96
33;92;14.99
52;94;14.96
58;96;14.97
55;97;14.98
42;97;14.97
20;93;14.96
20;85;15.0
12;92;14.99
60;104;14.98
39;75;14.98
52;88;14.95
33;106;15.0
82;110;14.99
53;90;14.96
33;97;14.98
48;87;14.92
12;90;14.96
30;103;14.99
47;92;14.97
29;92;14.98
23;107;14.97
38;114;14.97
24;97;14.94
11;89;14.98
25;91;14.97
13;89;14.96
15;100;14.97
30;101;14.98
32;102;15.0
36;92;14.97
27;83;14.95
19;69;14.93
82;122;14.99
37;89;15.0
22;106;14.99
6;82;15.0
60;94;14.98
38;70;14.98
40;93;14.98
54;91;14.99
59;81;14.97
27;106;14.99
50;87;14.97
72;91;14.98
49;99;14.98
73;94;14.97
83;87;14.95
62;91;14.96
55;85;14.96
104;88;14.98
113;90;14.91
56;101;14.94
60;87;14.94
89;87;14.88
98;74;14.96
74;102;14.96
34;95;14.97
64;75;14.94
54;90;15.0
38;84;14.93
42;89;14.92
40;112;14.94
32;91;15.0
47;80;14.95
47;87;14.99
97;93;14.98
43;106;14.95
38;79;15.0
49;96;14.98
45;85;15.0
53;92;14.98
28;92;14.99
50;87;14.95
74;102;14.97
76;76;14.98
52;100;14.97
38;89;14.98
56;91;15.0
26;92;14.98
52;91;15.0
42;102;14.99
54;79;14.98
52;94;15.0
73;90;15.0
37;92;14.96
27;94;14.97
45;98;14.98
37;108;14.96
62;97;15.0
74;77;14.98
51;76;14.92
131;94;14.97
54;81;14.96
79;97;14.96
72;87;15.0
61;93;14.98
41;87;14.99
119;101;15.0
86;79;15.0
74;81;14.92
55;73;14.97
51;71;14.96
100;95;14.97
53;93;14.97
30;84;14.99
104;100;14.94
44;82;14.99
56;70;14.99
106;71;14.93
95;68;15.0
22;89;14.97
29;96;15.0
47;88;15.0
70;94;14.99
55;84;14.98
63;100;14.95
50;98;14.96
44;84;14.96
52;95;14.97
32;83;15.0
42;93;14.99
45;87;14.95
28;99;14.93
28;97;15.0
31;96;14.95
26;92;14.95
41;89;14.98
65;83;14.93
29;94;14.96
51;91;14.96
51;86;14.97
51;105;14.95
59;90;14.87
45;94;14.97
44;97;14.97
78;83;14.98
61;81;14.97
82;108;14.96
47;90;14.98
49;99;14.86
47;97;14.97
45;88;14.99
41;112;14.97
28;90;14.99
29;82;14.99
26;91;14.99
40;102;14.96
32;95;15.0
30;85;15.0
44;93;15.0
43;69;14.97
38;111;15.0
50;119;15.0
62;90;14.97
68;81;14.98
66;83;14.97
75;84;14.96
82;112;14.9
83;100;15.0
86;105;14.96
73;92;14.96
73;96;14.98
67;74;14.97
82;94;14.95
94;115;14.98
53;94;14.96
82;109;15.0
61;81;14.98
34;97;14.96
53;87;14.99
76;106;15.0
83;87;14.97
98;83;14.89
151;89;14.96
82;105;14.98
60;89;14.98
142;111;14.97
90;76;14.94
119;103;14.96
107;83;14.99
135;76;14.98
74;96;14.99
107;101;14.95
80;85;14.96
70;92;14.98
35;75;14.96
134;63;14.96
119;80;14.98
50;83;14.96
166;110;14.96
90;85;14.96
94;88;14.89
56;96;14.97
78;90;14.98
71;82;14.94
102;108;14.99
123;93;14.94
68;90;14.96
100;108;14.89
85;74;14.96
147;101;14.98
121;96;14.96
150;107;14.98
109;95;14.99
87;88;14.99
137;73;15.0
127;101;15.0
145;100;14.95
175;75;14.98
191;93;14.97
149;106;14.96
111;82;14.96
135;104;14.98
234;96;14.98
155;108;14.98
123;86;14.96
230;82;14.98
193;65;14.98
276;84;14.98
285;114;14.99
221;100;14.96
194;97;15.0
383;98;14.96
463;102;14.97
660;90;14.98
686;52;14.98
555;44;14.85
46;4;14.58
0;0;14.58
0;0;14.58
0;0;14.58
0;0;14.58
0;0;14.58
0;0;14.58
0;0;14.58
0;0;14.58
0;0;14.58
0;0;14.53
0;0;14.53
0;0;14.53
0;0;14.48
0;0;14.48
0;0;14.48
0;0;14.33
0;0;14.33
0;0;14.33
0;0;14.33
0;0;14.33
0;0;14.29
0;0;14.24
0;0;14.24
0;0;14.23
0;0;14.23
0;0;14.23
0;0;14.18
0;0;14.18
0;0;14.18
0;0;14.13
0;0;14.13
0;0;14.13
0;0;14.08
0;0;14.08
0;0;14.03
0;0;13.97
0;0;13.97
0;0;13.92
0;0;13.77
0;0;13.62
0;0;13.57
0;0;13.43
0;0;13.38
0;0;13.38
0;0;13.17
0;0;13.02
0;0;12.81
0;0;12.26
0;0;12.06
0;0;11.56
0;0;11.01
0;0;9.57
0;0;8.49
0;0;6.75
0;0;5.0
0;0;3.25
0;0;2.25
0;0;1.19
0;0;1.08
0;0;1.08
0;0;1.08
0;0;1.08
0;0;1.08
0;0;1.08
0;0;1.08
0;0;1.08
0;0;1.08
0;0;1.08
0;0;1.08
0;0;1.08
0;0;1.08
0;0;1.08
0;0;1.08
0;0;1.08
0;0;1.08
0;0;1.08
0;0;1.08
0;0;1.08
0;0;1.08
0;0;1.08
0;0;1.08
0;0;1.08
0;0;1.08
0;0;1.08
0;0;1.08
0;0;1.08
0;0;1.08
0;0;1.08
0;0;1.08
0;0;1.08
0;0;1.08
0;0;1.08
0;0;1.08
0;0;1.08
0;0;1.08
0;0;1.08
0;0;1.08
0;0;1.08
0;0;1.08
0;0;1.08
0;0;1.08
0;0;1.08
0;0;1.08
0;0;1.08
0;0;1.08
0;0;1.08
0;0;1.08
0;0;1.08
0;0;1.08
0;0;1.08
0;0;1.08
0;0;1.08
0;0;1.08
0;0;1.08
0;0;1.08
0;0;1.08
0;0;1.08
0;0;1.08
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
0;0;0.84
